S16,S17,S18,S19,S20,S21,S22,S23,S24,S25,S26,S27,S28,S29,S30,S31,S32,S33,S36,S37,S38,S39,S40,S41,S42,S43,S44,S45,MCx,MCy,MCz,MSx,MSy,MSz,MEx,MEy,MEz,MWx,MWy,MWz,sesion_time_stamp
29,55,14,0,10,0,7,8,1,5,9,0,4,1,0,1,1,14,3,12,28,66,3,17,1,0,5,0,0.07853589951992035,-0.028478270396590233,0.1294972151517868,-0.17380422353744507,-0.32632172107696533,0.5610589385032654,0.007372535299509764,-0.4490451216697693,0.3092608153820038,-0.07414732873439789,-0.10221227258443832,0.2402675300836563,29_Jan_2024_11_11
25,55,12,0,10,0,5,0,0,4,0,0,1,0,1,0,2,10,2,9,28,65,4,18,1,0,5,0,0.07857641577720642,-0.028502436354756355,0.12948715686798096,-0.17384777963161469,-0.3263151943683624,0.5610644817352295,0.007362311240285635,-0.44901177287101746,0.30925747752189636,-0.07406556606292725,-0.10222510993480682,0.24030715227127075,29_Jan_2024_11_11
30,57,14,12,7,0,5,2,0,11,1,0,0,1,0,2,3,13,6,10,26,63,2,19,2,0,4,3,0.07870100438594818,-0.028586573898792267,0.12943731248378754,-0.17396694421768188,-0.3262883424758911,0.5610870122909546,0.0073265754617750645,-0.448909729719162,0.3092547059059143,-0.07377221435308456,-0.10227043926715851,0.24045130610466003,29_Jan_2024_11_11
29,57,15,0,8,0,4,0,1,0,4,1,0,5,0,0,3,10,1,7,24,65,7,23,3,0,4,0,0.07871299982070923,-0.028620118275284767,0.12938308715820312,-0.17403225600719452,-0.3262699246406555,0.561102569103241,0.007302848156541586,-0.4488450586795807,0.3092564344406128,-0.0735672190785408,-0.10231046378612518,0.240543931722641,29_Jan_2024_11_11
27,56,17,0,9,0,3,0,0,2,11,12,0,0,0,1,5,10,4,10,27,65,9,22,2,1,13,0,0.07871301472187042,-0.028625037521123886,0.1293187141418457,-0.1741143763065338,-0.32622674107551575,0.561122477054596,0.007269544992595911,-0.4487619400024414,0.30925583839416504,-0.07325515896081924,-0.10236696898937225,0.24066811800003052,29_Jan_2024_11_11
29,57,15,4,8,5,3,0,0,0,0,2,0,0,0,1,6,7,2,9,29,63,6,19,0,14,5,0,0.07871481031179428,-0.028628205880522728,0.12928704917430878,-0.1741543561220169,-0.32619890570640564,0.5611364245414734,0.007248663809150457,-0.4487151801586151,0.3092520534992218,-0.0730477049946785,-0.10240446776151657,0.24074342846870422,29_Jan_2024_11_11
34,54,12,1,11,0,3,0,0,2,0,0,0,6,0,6,0,9,1,11,25,64,6,18,0,4,3,0,0.07872223109006882,-0.0286819227039814,0.1291525512933731,-0.17419010400772095,-0.32616427540779114,0.5611595511436462,0.007199614774435759,-0.44864776730537415,0.30922892689704895,-0.07274429500102997,-0.10245219618082047,0.24083831906318665,29_Jan_2024_11_11
24,52,15,0,9,0,3,0,0,2,0,0,5,3,0,1,2,7,0,5,26,64,6,23,2,0,1,0,0.07870448380708694,-0.02877681702375412,0.12909044325351715,-0.1741979718208313,-0.32614919543266296,0.5611766576766968,0.007162122055888176,-0.4486086964607239,0.3092060089111328,-0.0725553035736084,-0.1024855375289917,0.24089188873767853,29_Jan_2024_11_11
29,55,14,0,8,0,7,1,0,1,1,0,7,3,3,13,5,8,0,10,29,61,6,21,8,1,3,0,0.07868111878633499,-0.02892853133380413,0.12899106740951538,-0.17417888343334198,-0.32614865899086,0.5611975789070129,0.007116253022104502,-0.4485664963722229,0.30917271971702576,-0.07231378555297852,-0.10253080725669861,0.24095728993415833,29_Jan_2024_11_11
27,57,12,0,9,4,5,1,0,4,0,0,1,5,1,0,7,11,2,11,28,60,2,22,2,0,4,0,0.07870699465274811,-0.02898273803293705,0.12892566621303558,-0.1741430014371872,-0.32614386081695557,0.5612181425094604,0.007076862268149853,-0.4485422968864441,0.30914419889450073,-0.07211492955684662,-0.10257251560688019,0.24100594222545624,29_Jan_2024_11_11
28,58,12,0,6,1,2,0,0,1,2,1,2,2,0,3,4,11,1,8,27,58,6,21,2,0,4,1,0.07874111086130142,-0.02901591919362545,0.1288556456565857,-0.17411737143993378,-0.32612112164497375,0.5612332820892334,0.007049232721328735,-0.4485316574573517,0.3091205358505249,-0.07200053334236145,-0.10259164869785309,0.24102415144443512,29_Jan_2024_11_11
28,56,15,0,5,1,1,0,0,0,1,0,0,5,0,0,3,12,3,10,29,61,5,17,1,0,5,0,0.07869952917098999,-0.028948500752449036,0.12876607477664948,-0.17406901717185974,-0.32607394456863403,0.5612611174583435,0.007008138112723827,-0.44852566719055176,0.3090822398662567,-0.07184147089719772,-0.10260747373104095,0.24104183912277222,29_Jan_2024_11_11
28,57,13,8,8,1,2,14,1,2,4,0,5,3,0,5,8,11,3,11,29,62,6,19,1,0,2,0,0.07867599278688431,-0.028901055455207825,0.1287534236907959,-0.17403118312358856,-0.3260326087474823,0.5612793564796448,0.006975401658564806,-0.44852781295776367,0.30905237793922424,-0.07174748182296753,-0.10260654985904694,0.24104493856430054,29_Jan_2024_11_11
31,53,13,0,9,0,7,0,3,3,0,0,1,3,1,0,3,13,1,11,29,65,7,21,2,1,0,2,0.07861528545618057,-0.02884892001748085,0.1287265419960022,-0.17397384345531464,-0.32597872614860535,0.5613062977790833,0.0069109308533370495,-0.44853684306144714,0.3089950978755951,-0.07162230461835861,-0.10260407626628876,0.24105001986026764,29_Jan_2024_11_11
27,57,14,0,8,0,4,0,0,0,0,0,3,2,0,9,2,10,3,13,26,63,3,23,2,0,8,0,0.07858940958976746,-0.02883763797581196,0.12871190905570984,-0.173909991979599,-0.3259333074092865,0.5613239407539368,0.006868100259453058,-0.4485430419445038,0.3089592158794403,-0.07154786586761475,-0.10259836167097092,0.24105626344680786,29_Jan_2024_11_11
27,56,14,0,8,0,3,0,0,3,0,0,0,0,0,1,2,10,11,10,28,64,6,22,2,0,4,0,0.07858765125274658,-0.028835048899054527,0.12868884205818176,-0.1738286167383194,-0.32587283849716187,0.5613479614257812,0.006805293262004852,-0.4485621452331543,0.30890652537345886,-0.07145563513040543,-0.10257323831319809,0.24106411635875702,29_Jan_2024_11_11
29,57,15,14,7,8,0,0,0,5,0,13,0,0,0,14,5,9,11,10,27,63,7,20,1,0,4,0,0.07864472270011902,-0.028896557167172432,0.12867169082164764,-0.17377685010433197,-0.3258158266544342,0.5613657236099243,0.006731689441949129,-0.4485812783241272,0.3088536262512207,-0.07136859744787216,-0.10255332291126251,0.24108557403087616,29_Jan_2024_11_11
24,53,13,1,9,0,5,1,0,3,0,0,2,1,1,14,4,14,2,10,30,66,10,22,1,0,3,1,0.07869049161672592,-0.028983017429709435,0.12865744531154633,-0.17374692857265472,-0.3257959187030792,0.5613796710968018,0.006686813663691282,-0.4485943913459778,0.30881863832473755,-0.07130830734968185,-0.10254176706075668,0.24111098051071167,29_Jan_2024_11_11
27,57,13,0,9,0,4,0,0,2,4,1,4,2,3,0,2,13,2,11,29,67,6,18,0,0,4,0,0.07876423001289368,-0.029032373800873756,0.12863187491893768,-0.1737191379070282,-0.3257812559604645,0.5614016056060791,0.00663733622059226,-0.44861459732055664,0.30879056453704834,-0.07121660560369492,-0.10252492874860764,0.24115395545959473,29_Jan_2024_11_11
25,52,9,3,9,2,2,0,1,2,0,15,1,2,1,0,4,10,2,10,25,65,5,20,2,0,4,4,0.07879551500082016,-0.029048891738057137,0.1286158412694931,-0.17371009290218353,-0.32577428221702576,0.5614129900932312,0.0066064405255019665,-0.4486248791217804,0.30877646803855896,-0.0711541622877121,-0.10251270979642868,0.2411843240261078,29_Jan_2024_11_11
25,51,8,2,10,2,13,9,2,6,1,5,2,1,0,4,0,12,2,10,28,64,7,22,2,1,2,0,0.07883043587207794,-0.029056424275040627,0.12859895825386047,-0.17370650172233582,-0.32579076290130615,0.5614358186721802,0.006557299755513668,-0.4486379623413086,0.30875271558761597,-0.07106531411409378,-0.10249713063240051,0.24123546481132507,29_Jan_2024_11_11
26,53,13,0,9,2,7,2,1,2,2,1,3,2,1,0,3,12,1,6,25,65,6,18,3,0,5,1,0.07884558290243149,-0.02905353531241417,0.12856172025203705,-0.17370782792568207,-0.3258092701435089,0.5614513754844666,0.006512398365885019,-0.4486325979232788,0.3087154030799866,-0.0710076242685318,-0.10248764604330063,0.24126994609832764,29_Jan_2024_11_11
25,54,12,4,11,3,2,0,0,6,0,0,2,1,0,1,5,9,2,11,27,62,4,15,2,0,6,0,0.0788196474313736,-0.029035840183496475,0.12853240966796875,-0.1737186461687088,-0.32581761479377747,0.5614667534828186,0.006438480224460363,-0.4486164450645447,0.3086457848548889,-0.0709327831864357,-0.10246475040912628,0.24130991101264954,29_Jan_2024_11_11
25,52,12,1,10,0,5,2,1,3,2,1,0,4,1,0,7,13,12,5,28,66,7,19,2,0,5,0,0.07880476117134094,-0.029036669060587883,0.12851351499557495,-0.1737419217824936,-0.3258117735385895,0.5614743232727051,0.006395201664417982,-0.4485958218574524,0.3086063861846924,-0.07089082896709442,-0.10244851559400558,0.24133095145225525,29_Jan_2024_11_11
22,54,10,4,12,4,0,0,0,0,0,13,0,1,1,0,3,11,2,10,28,65,7,21,1,0,5,0,0.07882057130336761,-0.02907319739460945,0.12851160764694214,-0.1737973392009735,-0.32578617334365845,0.5614826083183289,0.006326841190457344,-0.44855451583862305,0.30854082107543945,-0.07083185017108917,-0.10241852700710297,0.2413535714149475,29_Jan_2024_11_11
26,55,11,2,10,0,4,1,0,3,0,6,1,0,1,0,3,11,2,8,26,62,5,16,2,0,4,0,0.07886457443237305,-0.029152443632483482,0.1284981220960617,-0.1738632470369339,-0.32574817538261414,0.5614823698997498,0.0062687280587852,-0.44850054383277893,0.3084840178489685,-0.07076901197433472,-0.10239730030298233,0.24137598276138306,29_Jan_2024_11_11
27,57,14,0,10,0,0,1,1,0,1,0,2,1,0,0,2,7,3,9,27,65,8,18,2,0,7,0,0.07892754673957825,-0.029229339212179184,0.12849444150924683,-0.1739131212234497,-0.32572782039642334,0.5614776611328125,0.006234574597328901,-0.44846272468566895,0.30844825506210327,-0.0707206204533577,-0.10239700227975845,0.24139639735221863,29_Jan_2024_11_11
25,54,12,1,10,0,3,0,3,2,0,0,0,2,0,0,1,9,0,6,25,65,7,21,2,0,5,9,0.07898639142513275,-0.02930089458823204,0.1284947395324707,-0.173986554145813,-0.32572099566459656,0.5614660382270813,0.0061944639310240746,-0.4484003186225891,0.30841320753097534,-0.07065460085868835,-0.10239887982606888,0.24142593145370483,29_Jan_2024_11_11
24,54,13,0,9,0,4,0,1,1,2,0,2,1,1,0,4,12,0,8,27,65,6,18,2,0,0,0,0.07901111990213394,-0.029325492680072784,0.12848374247550964,-0.17403703927993774,-0.3257225453853607,0.5614594221115112,0.006162476725876331,-0.44835299253463745,0.3083873987197876,-0.07061369717121124,-0.10240264981985092,0.2414434403181076,29_Jan_2024_11_11
27,55,11,2,10,0,5,0,0,1,0,5,0,0,0,1,2,11,6,9,24,60,3,18,2,0,7,8,0.0789996087551117,-0.02931765280663967,0.12847144901752472,-0.17409779131412506,-0.32580968737602234,0.5614736080169678,0.006104523781687021,-0.4482620060443878,0.3083565831184387,-0.0705530121922493,-0.10238921642303467,0.2414754033088684,29_Jan_2024_11_11
26,51,11,0,9,0,2,0,0,2,2,0,1,2,0,5,2,13,2,8,20,59,5,18,1,0,4,0,0.07896005362272263,-0.029291125014424324,0.12845301628112793,-0.17415063083171844,-0.32587674260139465,0.5614742636680603,0.006073045078665018,-0.44820186495780945,0.30834442377090454,-0.07051778584718704,-0.1023896113038063,0.241495281457901,29_Jan_2024_11_11
25,57,14,0,9,1,5,0,4,3,5,0,1,3,1,2,1,11,6,9,25,62,1,14,2,0,6,9,0.0788918063044548,-0.029248934239149094,0.1284334361553192,-0.17424125969409943,-0.3259952664375305,0.5615024566650391,0.006040268577635288,-0.4481118619441986,0.30834105610847473,-0.0704665407538414,-0.10239774733781815,0.24152709543704987,29_Jan_2024_11_11
27,57,13,0,9,5,0,0,0,1,3,0,1,0,2,1,5,12,7,9,29,64,7,18,1,0,3,0,0.07884059846401215,-0.029226668179035187,0.1283968687057495,-0.1743559092283249,-0.3260752856731415,0.5615254640579224,0.006019777152687311,-0.4480218291282654,0.30834487080574036,-0.07042984664440155,-0.10240115225315094,0.24155160784721375,29_Jan_2024_11_11
21,53,11,5,10,0,5,0,0,4,0,0,1,0,4,0,1,16,8,9,26,63,5,19,1,0,4,1,0.0788041278719902,-0.029242724180221558,0.12836065888404846,-0.17443087697029114,-0.3260626792907715,0.5615342259407043,0.006010418292135,-0.44796591997146606,0.30835139751434326,-0.0704139918088913,-0.10239928960800171,0.2415616363286972,29_Jan_2024_11_11
24,55,13,0,9,0,3,13,0,0,0,0,2,3,1,4,0,11,0,6,27,62,7,20,2,0,4,0,0.07883729040622711,-0.02928619459271431,0.12835928797721863,-0.1745554655790329,-0.3260239064693451,0.561533510684967,0.005976897664368153,-0.4478828012943268,0.30836111307144165,-0.07040127366781235,-0.10239242017269135,0.24156582355499268,29_Jan_2024_11_11
23,55,13,7,9,1,5,2,1,7,3,2,1,2,0,2,1,13,2,8,26,59,6,19,2,2,4,0,0.07886015623807907,-0.02930215373635292,0.12835964560508728,-0.17464667558670044,-0.32602012157440186,0.5615246295928955,0.005946846213191748,-0.44782257080078125,0.3083703815937042,-0.07039487361907959,-0.1023847907781601,0.24156858026981354,29_Jan_2024_11_11
23,55,13,2,11,0,3,0,0,6,0,5,0,9,0,0,1,12,5,8,23,58,6,18,2,1,4,0,0.07888905704021454,-0.029310530051589012,0.12835726141929626,-0.17479678988456726,-0.32601484656333923,0.5615149736404419,0.005912653170526028,-0.44773080945014954,0.30839309096336365,-0.07038208097219467,-0.10237254947423935,0.24157434701919556,29_Jan_2024_11_11
25,57,14,2,7,0,1,0,0,2,0,12,0,0,0,0,5,11,8,14,26,60,4,13,2,0,4,0,0.07888610661029816,-0.029301658272743225,0.1283416897058487,-0.17491000890731812,-0.3259885609149933,0.5615046620368958,0.005887849256396294,-0.4476689398288727,0.30841007828712463,-0.0703728199005127,-0.1023632287979126,0.2415798455476761,29_Jan_2024_11_11
24,58,14,0,10,0,13,14,0,0,1,2,1,3,0,0,3,13,2,9,25,56,5,19,6,1,3,0,0.07887159287929535,-0.029279543086886406,0.12834392488002777,-0.17509213089942932,-0.3259197473526001,0.5614776015281677,0.005851713940501213,-0.4475737512111664,0.3084374666213989,-0.07036275416612625,-0.10234785079956055,0.24158640205860138,29_Jan_2024_11_11
28,55,12,0,7,1,1,0,0,1,1,0,1,2,1,0,4,11,2,11,27,63,5,16,0,10,5,0,0.07885291427373886,-0.029269736260175705,0.12834802269935608,-0.17521287500858307,-0.32586097717285156,0.5614529252052307,0.005825674626976252,-0.4475095570087433,0.30845320224761963,-0.07035787403583527,-0.10233598202466965,0.24158935248851776,29_Jan_2024_11_11
29,54,21,0,11,0,2,0,1,4,0,0,0,6,0,0,2,11,2,8,25,63,5,18,3,3,2,0,0.07881133258342743,-0.029240092262625694,0.12830905616283417,-0.17538295686244965,-0.3258066773414612,0.5614244341850281,0.005781169049441814,-0.447420597076416,0.30846890807151794,-0.07035457342863083,-0.10231683403253555,0.2415904700756073,29_Jan_2024_11_11
25,54,14,3,5,1,3,13,1,0,2,0,1,2,2,2,4,11,6,10,27,59,5,14,2,0,4,4,0.07877013087272644,-0.029192350804805756,0.12826485931873322,-0.17554759979248047,-0.32577136158943176,0.5614035129547119,0.0057333167642354965,-0.44734400510787964,0.30848172307014465,-0.07035883516073227,-0.10229439288377762,0.2415831834077835,29_Jan_2024_11_11
25,54,16,1,10,0,0,0,11,1,0,0,1,1,0,0,5,7,0,14,30,61,6,18,4,1,2,0,0.07876275479793549,-0.029189925640821457,0.1282588690519333,-0.1756509691476822,-0.32574278116226196,0.5613865852355957,0.005695531610399485,-0.4472987949848175,0.3084868788719177,-0.07036987692117691,-0.1022794172167778,0.2415708750486374,29_Jan_2024_11_11
26,55,13,0,12,4,4,0,1,3,1,1,1,2,0,0,6,12,8,9,29,63,8,18,2,0,11,0,0.0787438154220581,-0.029198601841926575,0.12824368476867676,-0.17581185698509216,-0.32566171884536743,0.5613484382629395,0.005634881090372801,-0.44723665714263916,0.3084876239299774,-0.07040505111217499,-0.1022811084985733,0.24153350293636322,29_Jan_2024_11_11
27,55,15,10,8,0,2,0,1,0,0,0,0,0,0,12,2,8,1,11,36,62,8,17,2,0,4,0,0.07872764766216278,-0.029197070747613907,0.1282327026128769,-0.1759108006954193,-0.3255996108055115,0.5613167881965637,0.005593446549028158,-0.4471985995769501,0.3084823787212372,-0.07043418288230896,-0.10227391868829727,0.24150589108467102,29_Jan_2024_11_11
27,59,15,0,10,0,3,0,2,2,0,1,0,4,0,1,4,12,5,9,25,57,5,18,2,2,3,0,0.07867943495512009,-0.02919396199285984,0.12820419669151306,-0.17605264484882355,-0.32549500465393066,0.5612626671791077,0.005540551617741585,-0.4471464157104492,0.3084736168384552,-0.07049483060836792,-0.10224474966526031,0.24145622551441193,29_Jan_2024_11_11
23,55,11,1,11,0,2,0,0,3,0,1,0,1,0,0,2,11,2,8,27,64,6,19,3,0,13,1,0.07857774943113327,-0.029157031327486038,0.12817665934562683,-0.17618493735790253,-0.3254469931125641,0.5612084269523621,0.005496907513588667,-0.44710004329681396,0.30846962332725525,-0.07054292410612106,-0.1022060364484787,0.2413967251777649,29_Jan_2024_11_11
27,56,13,0,10,0,5,1,5,2,7,1,2,1,1,1,2,11,2,8,27,63,6,19,1,0,3,0,0.0785294845700264,-0.029093490913510323,0.1281527876853943,-0.17627635598182678,-0.3254324495792389,0.5611685514450073,0.005481279455125332,-0.4470740854740143,0.30847734212875366,-0.07059359550476074,-0.10218093544244766,0.2413669228553772,29_Jan_2024_11_11
25,56,13,0,10,0,3,0,0,3,0,0,7,3,0,0,2,13,1,10,29,63,10,19,2,1,2,0,0.07848481833934784,-0.029022881761193275,0.12814277410507202,-0.1764184534549713,-0.3254202604293823,0.5611052513122559,0.005457833409309387,-0.44704046845436096,0.30848345160484314,-0.07063847780227661,-0.1021476686000824,0.24131661653518677,29_Jan_2024_11_11
23,54,18,0,18,0,2,0,3,2,2,2,1,2,0,0,3,11,2,8,31,61,1,16,2,0,5,0,0.07845950871706009,-0.02900824509561062,0.12814010679721832,-0.1765257865190506,-0.3254033029079437,0.5610695481300354,0.005446012131869793,-0.4470217525959015,0.3084915578365326,-0.07065671682357788,-0.102128766477108,0.2412853240966797,29_Jan_2024_11_11
25,56,13,0,11,0,2,15,0,1,3,1,1,7,0,0,1,15,2,10,30,65,9,18,2,0,4,0,0.07844802737236023,-0.029012586921453476,0.12814369797706604,-0.17669539153575897,-0.32536986470222473,0.5610170364379883,0.005410501733422279,-0.44697776436805725,0.3085170388221741,-0.07068758457899094,-0.10210276395082474,0.241244375705719,29_Jan_2024_11_11
25,55,14,0,10,0,3,3,0,6,1,5,0,2,0,0,6,10,2,11,30,65,9,16,1,0,5,0,0.07844208180904388,-0.029044242575764656,0.12813127040863037,-0.17686082422733307,-0.32534050941467285,0.5609700083732605,0.005378547590225935,-0.4469453692436218,0.3085513412952423,-0.07073002308607101,-0.10207697749137878,0.24120447039604187,29_Jan_2024_11_11
25,54,14,1,10,0,3,0,6,0,0,1,1,0,0,0,10,9,10,9,29,63,6,19,9,4,4,0,0.07843111455440521,-0.02906125597655773,0.12813487648963928,-0.17696960270404816,-0.32532039284706116,0.5609449148178101,0.005363198928534985,-0.446931928396225,0.3085859417915344,-0.0707654282450676,-0.10205984115600586,0.24117811024188995,29_Jan_2024_11_11
26,58,16,9,8,0,5,4,0,6,0,3,2,2,0,1,3,11,1,10,29,64,6,19,5,9,4,0,0.07839640974998474,-0.029064955189824104,0.1281212419271469,-0.17712828516960144,-0.32528507709503174,0.5608927607536316,0.005338642746210098,-0.4469119906425476,0.30863308906555176,-0.07082267850637436,-0.10203772038221359,0.24114055931568146,29_Jan_2024_11_11
26,54,18,0,10,0,3,0,1,3,13,0,0,1,0,0,9,14,2,8,27,62,5,16,0,0,4,2,0.0783616304397583,-0.029059555381536484,0.12811394035816193,-0.17722760140895844,-0.3252476751804352,0.560861349105835,0.005322161130607128,-0.4469015896320343,0.30866268277168274,-0.0708608329296112,-0.10202591121196747,0.24111773073673248,29_Jan_2024_11_11
26,57,14,11,8,0,3,0,0,4,0,2,1,1,0,1,3,12,2,11,32,65,6,17,1,0,3,0,0.07832970470190048,-0.029053451493382454,0.12810732424259186,-0.17738550901412964,-0.32518789172172546,0.5608231425285339,0.005297199357300997,-0.4468936324119568,0.3087001144886017,-0.07091337442398071,-0.1020146906375885,0.24108703434467316,29_Jan_2024_11_11
23,50,11,1,10,0,0,0,12,0,0,0,0,3,0,0,6,13,7,9,27,61,4,16,0,7,3,0,0.07826483249664307,-0.029068345203995705,0.12810586392879486,-0.1774868369102478,-0.3251587152481079,0.5607960820198059,0.0052817161194980145,-0.4468896687030792,0.3087210953235626,-0.07094933092594147,-0.10201175510883331,0.2410641610622406,29_Jan_2024_11_11
27,54,15,0,9,2,5,0,0,4,0,1,0,8,0,0,3,8,0,9,31,63,6,19,2,0,0,14,0.07824867218732834,-0.02905038185417652,0.12810733914375305,-0.1776156723499298,-0.3250986933708191,0.5607588291168213,0.0052623930387198925,-0.44688573479652405,0.30874747037887573,-0.07100527733564377,-0.1020100861787796,0.2410295009613037,29_Jan_2024_11_11
26,53,13,0,9,0,1,0,13,3,0,0,1,3,1,0,8,14,4,11,30,62,5,17,3,2,3,0,0.07823245227336884,-0.029009757563471794,0.128090962767601,-0.17773345112800598,-0.32508692145347595,0.5607228875160217,0.00524783693253994,-0.44688475131988525,0.3087664842605591,-0.07106225192546844,-0.10201283544301987,0.24099457263946533,29_Jan_2024_11_11
24,55,16,0,9,0,1,0,0,1,2,1,0,2,3,7,9,14,2,8,31,63,5,18,2,0,11,0,0.07823446393013,-0.029018975794315338,0.12808477878570557,-0.17780479788780212,-0.32509246468544006,0.5607054233551025,0.005238572601228952,-0.4468879997730255,0.30877363681793213,-0.07109328359365463,-0.10201716423034668,0.24097292125225067,29_Jan_2024_11_11
31,52,9,1,10,1,0,0,0,0,0,0,0,7,0,0,4,12,1,10,30,63,6,18,0,0,5,0,0.07823707908391953,-0.029059864580631256,0.1280842274427414,-0.17790290713310242,-0.3250882625579834,0.5606764554977417,0.00522582745179534,-0.4468930661678314,0.30878058075904846,-0.07113620638847351,-0.10202299803495407,0.24094189703464508,29_Jan_2024_11_11
27,56,15,0,9,0,2,0,1,3,0,1,1,2,7,0,5,18,2,10,27,58,6,19,5,0,2,0,0.07821159064769745,-0.02907145582139492,0.12808369100093842,-0.17795120179653168,-0.32506442070007324,0.5606600642204285,0.0052172401919960976,-0.44689902663230896,0.30878499150276184,-0.07116615027189255,-0.10202503204345703,0.24092106521129608,29_Jan_2024_11_11
26,55,11,1,11,0,3,1,6,2,1,1,5,2,3,0,5,12,1,7,30,61,6,18,5,1,3,0,0.07819505780935287,-0.02909642644226551,0.1280771940946579,-0.17800740897655487,-0.3250044286251068,0.5606372952461243,0.005209546536207199,-0.446915864944458,0.30879735946655273,-0.07121419906616211,-0.10202363133430481,0.24089151620864868,29_Jan_2024_11_11
25,55,15,0,8,0,3,0,0,0,2,0,1,3,0,0,3,9,4,12,27,62,5,15,11,0,4,0,0.07817051559686661,-0.029095999896526337,0.12804970145225525,-0.1780405044555664,-0.3249701261520386,0.5606219172477722,0.005204992834478617,-0.44693130254745483,0.30880478024482727,-0.07124564796686172,-0.10202357172966003,0.2408735454082489,29_Jan_2024_11_11
24,53,15,0,9,0,5,0,0,2,0,4,0,3,4,0,3,13,2,11,30,62,5,16,1,0,3,0,0.07812199741601944,-0.02905021421611309,0.1280331313610077,-0.17808650434017181,-0.3249534070491791,0.5606003999710083,0.0051852865144610405,-0.4469565451145172,0.30880239605903625,-0.07128135859966278,-0.1020285040140152,0.24084962904453278,29_Jan_2024_11_11
25,57,18,1,11,1,2,0,0,7,0,2,0,2,1,0,4,12,2,10,27,60,4,17,1,0,4,0,0.07809045910835266,-0.029040731489658356,0.12803594768047333,-0.1781156361103058,-0.3249165117740631,0.560580849647522,0.0051645636558532715,-0.44698500633239746,0.3087986409664154,-0.07129567116498947,-0.10204070061445236,0.2408318668603897,29_Jan_2024_11_11
27,52,10,1,8,0,3,0,2,1,0,0,1,0,0,0,3,17,2,6,25,62,6,18,1,0,3,0,0.07808677852153778,-0.029056698083877563,0.1280357986688614,-0.1781313717365265,-0.32489755749702454,0.5605700612068176,0.0051535144448280334,-0.44700539112091064,0.30879342555999756,-0.0712907686829567,-0.1020539179444313,0.24082574248313904,29_Jan_2024_11_11
28,54,12,0,8,0,3,0,0,0,1,2,0,2,0,1,4,12,2,11,25,60,6,16,3,2,4,9,0.07811375707387924,-0.02911539562046528,0.12803912162780762,-0.17817102372646332,-0.32492464780807495,0.5605577230453491,0.005139458924531937,-0.4470413625240326,0.3087782561779022,-0.071273073554039,-0.10207653790712357,0.2408267706632614,29_Jan_2024_11_11
25,56,15,0,9,13,2,0,0,11,2,2,0,1,1,0,2,9,10,10,28,61,8,16,1,0,6,1,0.07814616709947586,-0.029161985963582993,0.12803345918655396,-0.1781955361366272,-0.3249598741531372,0.5605541467666626,0.0051302313804626465,-0.4470665156841278,0.30876821279525757,-0.07125665992498398,-0.10209177434444427,0.24083220958709717,29_Jan_2024_11_11
24,54,13,0,9,0,5,0,0,1,0,1,0,1,1,1,4,12,2,10,26,60,5,17,2,4,2,0,0.0781874880194664,-0.02920503355562687,0.12803862988948822,-0.17822584509849548,-0.32500776648521423,0.5605534911155701,0.005126992706209421,-0.4471155107021332,0.3087495267391205,-0.07123171538114548,-0.10211442410945892,0.24084250628948212,29_Jan_2024_11_11
23,53,13,0,9,0,6,0,0,1,0,2,0,1,1,0,4,10,1,10,26,63,4,16,0,11,4,0,0.07821483910083771,-0.029220230877399445,0.12804383039474487,-0.17823846638202667,-0.32503741979599,0.5605529546737671,0.0051300968043506145,-0.4471518099308014,0.30873745679855347,-0.07122280448675156,-0.10213431715965271,0.24085262417793274,29_Jan_2024_11_11
27,54,18,0,9,1,4,0,0,7,0,4,1,1,0,0,6,12,0,16,32,61,7,18,5,1,2,0,0.07821287959814072,-0.02924390509724617,0.12801887094974518,-0.1782453954219818,-0.32507482171058655,0.5605512261390686,0.005129642318934202,-0.44720155000686646,0.3087172210216522,-0.07120609283447266,-0.10216154158115387,0.24086862802505493,29_Jan_2024_11_11
24,55,14,1,9,0,2,0,0,0,0,0,0,2,1,0,5,12,8,9,25,56,5,18,9,0,8,0,0.07814657688140869,-0.029270078986883163,0.127949520945549,-0.17822423577308655,-0.3251202702522278,0.560547947883606,0.005116502288728952,-0.4472467601299286,0.30869439244270325,-0.0711883157491684,-0.10218561440706253,0.24088524281978607,29_Jan_2024_11_11
25,49,21,1,9,1,5,0,6,4,4,2,4,4,0,0,3,9,2,11,26,59,5,14,3,1,6,9,0.07818839699029922,-0.02926149033010006,0.12797871232032776,-0.1782068908214569,-0.3251528739929199,0.5605505704879761,0.005107284989207983,-0.4472774565219879,0.30867859721183777,-0.07117082178592682,-0.10220283269882202,0.24089817702770233,29_Jan_2024_11_11
26,55,13,0,8,0,2,0,0,0,0,1,3,2,0,0,2,14,2,8,29,62,7,20,2,0,4,0,0.07817607372999191,-0.02929627150297165,0.1280142068862915,-0.17817820608615875,-0.3251979649066925,0.5605566501617432,0.0050942315720021725,-0.4473200738430023,0.30865564942359924,-0.07113587111234665,-0.1022314578294754,0.24092261493206024,29_Jan_2024_11_11
