S16,S17,S18,S19,S20,S21,S22,S23,S24,S25,S26,S27,S28,S29,S30,S31,S32,S33,S36,S37,S38,S39,S40,S41,S42,S43,S44,S45,MCx,MCy,MCz,MSx,MSy,MSz,MEx,MEy,MEz,MWx,MWy,MWz,sesion_time_stamp
43,18,15,14,8,0,4,3,7,3,0,13,28,0,49,1,40,7,15,16,98,234,8,177,4,9,7,0,0.1492588371038437,-0.4963743984699249,0.3741518259048462,-0.1999267190694809,-0.348349928855896,0.5763182640075684,-0.02433967962861061,-0.4864901900291443,0.31825992465019226,0.09907981008291245,-0.2988976240158081,0.35359230637550354,29_Jan_2024_11_07
41,18,17,15,9,0,3,0,8,3,1,8,28,1,43,1,37,10,17,17,95,227,6,176,3,11,8,0,0.14942055940628052,-0.49634668231010437,0.3739156424999237,-0.20000199973583221,-0.34842613339424133,0.57634037733078,-0.02439413033425808,-0.48652195930480957,0.31827816367149353,0.09896000474691391,-0.29891082644462585,0.3535441756248474,29_Jan_2024_11_07
45,17,15,15,6,0,1,0,5,7,4,10,22,6,48,0,37,8,20,18,96,224,8,178,3,9,7,0,0.14989019930362701,-0.49611058831214905,0.3735846281051636,-0.2001267671585083,-0.34853610396385193,0.5763652920722961,-0.02448013424873352,-0.4865806996822357,0.31830379366874695,0.09883078187704086,-0.2988475263118744,0.3535495698451996,29_Jan_2024_11_07
43,16,15,18,8,0,4,0,6,9,0,12,27,0,45,0,36,7,19,17,96,230,7,176,4,9,7,0,0.15103211998939514,-0.4954414665699005,0.37345853447914124,-0.2002561241388321,-0.34863197803497314,0.5763835310935974,-0.024522563442587852,-0.48667725920677185,0.318372905254364,0.09876357018947601,-0.29867038130760193,0.3536299765110016,29_Jan_2024_11_07
44,16,15,16,7,2,4,0,4,8,0,8,22,0,52,0,32,5,18,17,93,231,8,175,4,9,6,0,0.15229284763336182,-0.4946281909942627,0.37334761023521423,-0.20038434863090515,-0.3487177789211273,0.5763888955116272,-0.024601509794592857,-0.4867766201496124,0.31842881441116333,0.09876351803541183,-0.29834163188934326,0.3537524938583374,29_Jan_2024_11_07
46,16,15,10,7,0,4,3,6,7,0,6,24,0,53,0,32,8,17,15,89,224,5,165,2,2,8,1,0.1534845530986786,-0.4940599799156189,0.3734551668167114,-0.20047172904014587,-0.3487775921821594,0.5763857364654541,-0.024677028879523277,-0.4868350327014923,0.31844601035118103,0.09877782315015793,-0.29801464080810547,0.3538343906402588,29_Jan_2024_11_07
46,16,15,18,7,4,0,1,7,7,0,9,24,1,54,2,36,12,17,15,91,228,4,168,9,7,9,3,0.15561999380588531,-0.4928087890148163,0.37374046444892883,-0.20061653852462769,-0.3488753139972687,0.576381266117096,-0.024798667058348656,-0.4869226813316345,0.3184581995010376,0.09885372221469879,-0.2973818778991699,0.3539997339248657,29_Jan_2024_11_07
42,15,11,17,9,1,5,0,5,7,0,9,16,0,54,0,32,10,17,16,92,233,7,170,3,8,8,0,0.15801921486854553,-0.491262286901474,0.37390100955963135,-0.20079180598258972,-0.3489244878292084,0.5763595700263977,-0.024837734177708626,-0.48705655336380005,0.31857457756996155,0.09897565096616745,-0.29659438133239746,0.35421499609947205,29_Jan_2024_11_07
43,15,10,13,9,0,4,0,7,7,7,9,20,1,48,0,37,14,17,17,91,228,11,168,4,10,6,0,0.16093836724758148,-0.48940637707710266,0.3743983507156372,-0.20097172260284424,-0.34898510575294495,0.5763466358184814,-0.024626165628433228,-0.4872891306877136,0.3188711106777191,0.09913714975118637,-0.29566892981529236,0.354495108127594,29_Jan_2024_11_07
42,13,12,14,13,1,0,1,1,7,1,6,17,0,38,0,30,12,15,15,93,226,8,166,3,8,7,0,0.1630004346370697,-0.48800182342529297,0.3746662437915802,-0.20110177993774414,-0.3490408658981323,0.5763437151908875,-0.02452198788523674,-0.4874440133571625,0.31905052065849304,0.09925078600645065,-0.2949804365634918,0.35472550988197327,29_Jan_2024_11_07
42,15,15,11,8,0,5,0,4,1,1,4,17,0,46,0,33,12,13,14,90,227,7,164,1,9,9,0,0.16637302935123444,-0.4856972098350525,0.3751925230026245,-0.20132291316986084,-0.3490942120552063,0.5763319134712219,-0.024422626942396164,-0.4876539409160614,0.31927669048309326,0.09944504499435425,-0.29382842779159546,0.3551323115825653,29_Jan_2024_11_07
42,12,11,14,8,0,7,1,4,5,1,1,22,0,45,0,29,5,15,15,91,227,9,158,3,10,8,0,0.1700044870376587,-0.4829607605934143,0.37574124336242676,-0.20154231786727905,-0.34917041659355164,0.5763371586799622,-0.024385306984186172,-0.48783302307128906,0.3194645941257477,0.09964348375797272,-0.2925434112548828,0.3555839955806732,29_Jan_2024_11_07
39,13,11,14,7,4,7,0,5,5,1,6,23,0,46,1,27,14,13,14,91,224,5,154,2,2,8,0,0.17248176038265228,-0.48103299736976624,0.3759925067424774,-0.2016933262348175,-0.34920114278793335,0.5763196349143982,-0.02438717894256115,-0.4879334270954132,0.3195628821849823,0.09979437291622162,-0.29161274433135986,0.35591641068458557,29_Jan_2024_11_07
37,9,15,14,6,0,5,0,2,3,9,6,19,0,49,4,27,21,14,18,87,226,7,152,5,8,9,0,0.17626482248306274,-0.47814100980758667,0.37649378180503845,-0.20192159712314606,-0.34934303164482117,0.5762903094291687,-0.024428557604551315,-0.4880496859550476,0.31966519355773926,0.1000310406088829,-0.29010140895843506,0.35642436146736145,29_Jan_2024_11_07
45,12,11,16,6,2,5,1,3,7,1,10,20,0,52,0,31,15,14,15,80,225,13,153,7,7,8,0,0.18023885786533356,-0.4747246503829956,0.37694334983825684,-0.20216229557991028,-0.3494455814361572,0.5762566328048706,-0.024495922029018402,-0.4881400763988495,0.3197384476661682,0.10025376081466675,-0.28845012187957764,0.35692229866981506,29_Jan_2024_11_07
45,12,15,13,6,0,2,0,6,2,2,10,19,0,50,0,25,12,9,14,82,226,7,156,4,10,8,0,0.18432576954364777,-0.47114431858062744,0.37733694911003113,-0.20240257680416107,-0.34948983788490295,0.5762149691581726,-0.02457641437649727,-0.488206148147583,0.31978917121887207,0.10046792775392532,-0.286655068397522,0.35738784074783325,29_Jan_2024_11_07
43,9,15,14,8,0,4,0,4,5,1,9,20,0,56,0,27,12,15,17,82,224,4,153,5,11,8,1,0.1871337741613388,-0.46872958540916443,0.37761935591697693,-0.20257389545440674,-0.34949952363967896,0.576174795627594,-0.024637702852487564,-0.4882476329803467,0.31982114911079407,0.10060145705938339,-0.2853710651397705,0.3576579988002777,29_Jan_2024_11_07
47,12,15,19,3,1,12,1,0,3,0,4,17,0,59,0,21,9,13,15,81,225,10,147,2,7,9,0,0.19093778729438782,-0.46460896730422974,0.3776472806930542,-0.20282770693302155,-0.3494729995727539,0.5761028528213501,-0.024730080738663673,-0.48829084634780884,0.3198513686656952,0.10079475492238998,-0.2833242118358612,0.35801130533218384,29_Jan_2024_11_07
44,12,13,14,7,0,13,9,6,7,7,7,18,1,65,0,21,10,14,20,81,226,5,149,3,8,13,0,0.19504153728485107,-0.4606916308403015,0.37778156995773315,-0.2030407190322876,-0.349480003118515,0.5760254263877869,-0.024823231622576714,-0.48831236362457275,0.3198697865009308,0.10096536576747894,-0.2811392843723297,0.3582998812198639,29_Jan_2024_11_07
45,11,15,15,6,0,5,0,3,7,2,9,17,1,63,1,20,14,12,14,80,226,4,147,4,10,9,0,0.19885997474193573,-0.4564303755760193,0.3774544596672058,-0.20319582521915436,-0.3495676815509796,0.5759359002113342,-0.024944480508565903,-0.48830413818359375,0.31986117362976074,0.10111455619335175,-0.27884379029273987,0.3585398197174072,29_Jan_2024_11_07
41,8,15,14,12,1,2,0,9,3,0,13,17,0,58,0,19,8,12,18,74,224,5,153,0,7,11,2,0.20157213509082794,-0.4535444974899292,0.37729790806770325,-0.2032913714647293,-0.3496567904949188,0.5758843421936035,-0.025018680840730667,-0.4882873296737671,0.3198535144329071,0.10119090974330902,-0.2772645652294159,0.3586752116680145,29_Jan_2024_11_07
45,11,13,15,7,0,5,2,4,3,1,9,17,0,57,0,16,9,13,15,79,229,6,152,5,8,6,5,0.20518405735492706,-0.44887933135032654,0.3765935003757477,-0.20345336198806763,-0.3496972322463989,0.5757948756217957,-0.025120576843619347,-0.48825380206108093,0.31985336542129517,0.10127289593219757,-0.27483290433883667,0.3588534891605377,29_Jan_2024_11_07
46,12,14,14,7,0,3,0,6,1,1,7,16,0,60,2,17,15,13,19,78,228,7,151,7,9,9,0,0.20965023338794708,-0.4440948963165283,0.3763257563114166,-0.2036500871181488,-0.34962961077690125,0.5757079720497131,-0.025209011510014534,-0.4882093369960785,0.31986451148986816,0.10131478309631348,-0.2723371982574463,0.35896822810173035,29_Jan_2024_11_07
47,9,14,13,7,2,3,0,2,9,2,8,19,0,61,1,17,16,11,16,82,228,7,144,7,7,11,2,0.21332649886608124,-0.4391948878765106,0.3755539357662201,-0.20381420850753784,-0.3495790660381317,0.5756003260612488,-0.02527179755270481,-0.4881100654602051,0.31985199451446533,0.10130953788757324,-0.26978302001953125,0.3590030372142792,29_Jan_2024_11_07
45,9,13,15,6,0,3,0,9,3,4,10,17,0,62,1,17,10,11,16,74,224,4,144,4,7,8,0,0.21603158116340637,-0.435525119304657,0.37522920966148376,-0.2039119005203247,-0.34954404830932617,0.5755322575569153,-0.025299537926912308,-0.4880259335041046,0.3198391795158386,0.10128447413444519,-0.26804861426353455,0.3589877486228943,29_Jan_2024_11_07
44,11,15,14,16,0,3,0,6,3,2,8,17,0,65,13,15,7,16,19,78,226,7,137,4,9,9,0,0.22027750313282013,-0.43021562695503235,0.37525442242622375,-0.20405806601047516,-0.34946271777153015,0.5754409432411194,-0.025302903726696968,-0.48788002133369446,0.3198238015174866,0.10119712352752686,-0.26540979743003845,0.35890993475914,29_Jan_2024_11_07
43,7,13,14,7,0,3,15,3,0,1,14,16,0,61,0,15,19,11,18,79,228,3,130,3,8,8,0,0.22423702478408813,-0.4249154329299927,0.3752041161060333,-0.20420107245445251,-0.3493647575378418,0.5753426551818848,-0.025327490642666817,-0.4876781105995178,0.31978124380111694,0.10104582458734512,-0.2627321779727936,0.35879266262054443,29_Jan_2024_11_07
49,9,13,18,4,0,2,0,6,1,1,7,13,0,65,7,16,22,12,16,77,228,6,131,7,9,9,0,0.22731998562812805,-0.419156014919281,0.37394842505455017,-0.204331636428833,-0.3492753803730011,0.5752555727958679,-0.025339210405945778,-0.4874500334262848,0.31976228952407837,0.1008433848619461,-0.2600421905517578,0.35864099860191345,29_Jan_2024_11_07
49,8,14,12,7,0,2,0,4,2,2,9,13,1,63,0,13,24,12,15,79,235,3,123,5,10,9,0,0.2300865650177002,-0.4154350459575653,0.37382617592811584,-0.2044101059436798,-0.34925544261932373,0.5751796364784241,-0.02532799355685711,-0.48729202151298523,0.3197530210018158,0.10068284720182419,-0.25824666023254395,0.35854092240333557,29_Jan_2024_11_07
49,8,13,15,7,0,4,0,3,2,1,10,13,0,67,4,11,21,11,17,80,237,7,130,0,14,10,0,0.23300288617610931,-0.4105680584907532,0.3738165497779846,-0.20452247560024261,-0.3492079973220825,0.5750677585601807,-0.02529378980398178,-0.4870571792125702,0.31974977254867554,0.10044335573911667,-0.2555733919143677,0.3584081828594208,29_Jan_2024_11_07
45,7,13,15,7,0,2,0,2,5,3,8,7,0,61,0,13,24,13,18,80,236,5,131,3,9,10,0,0.23645290732383728,-0.4050678014755249,0.3731917142868042,-0.20462648570537567,-0.34914079308509827,0.5749555826187134,-0.02524477057158947,-0.4868074953556061,0.319728821516037,0.1001943051815033,-0.2529200315475464,0.3583088219165802,29_Jan_2024_11_07
51,10,13,13,6,0,1,0,2,0,2,5,11,0,59,0,11,23,12,18,80,237,5,133,4,10,10,1,0.23908598721027374,-0.39973026514053345,0.37250953912734985,-0.20472802221775055,-0.34902846813201904,0.5748313665390015,-0.025192826986312866,-0.4865255653858185,0.31966719031333923,0.09994572401046753,-0.25029098987579346,0.3582910895347595,29_Jan_2024_11_07
49,8,12,14,4,0,2,0,3,1,3,7,12,0,62,7,15,17,11,14,77,231,4,130,6,8,16,0,0.24109220504760742,-0.3961888253688812,0.3724151849746704,-0.2047986090183258,-0.34895411133766174,0.5747455954551697,-0.025153711438179016,-0.48634082078933716,0.3196291923522949,0.09976128488779068,-0.24854081869125366,0.3582881689071655,29_Jan_2024_11_07
49,8,13,13,6,1,3,3,1,3,0,4,12,0,62,1,13,17,10,12,78,235,4,121,4,11,7,1,0.24402661621570587,-0.39042121171951294,0.37188515067100525,-0.20488116145133972,-0.3488968014717102,0.5746226906776428,-0.025065887719392776,-0.48606419563293457,0.3195846378803253,0.09946716576814651,-0.24590083956718445,0.358309268951416,29_Jan_2024_11_07
50,8,12,13,2,12,3,0,0,1,10,8,12,0,57,0,14,13,12,17,75,232,4,119,0,14,11,0,0.24659886956214905,-0.38489672541618347,0.3718124330043793,-0.20495207607746124,-0.34890085458755493,0.5745038986206055,-0.02496996894478798,-0.4857758581638336,0.31951937079429626,0.09914325177669525,-0.24323821067810059,0.35832855105400085,29_Jan_2024_11_07
46,8,14,15,7,0,0,0,3,3,1,8,14,1,65,0,14,14,14,15,80,233,5,118,1,11,11,0,0.24897147715091705,-0.3787228763103485,0.37107354402542114,-0.20503196120262146,-0.34890031814575195,0.5743858218193054,-0.024855270981788635,-0.4854760468006134,0.31947511434555054,0.09876248240470886,-0.24053427577018738,0.35831722617149353,29_Jan_2024_11_07
51,7,14,14,6,0,2,0,8,2,4,11,8,2,64,2,14,20,11,14,85,235,5,117,0,6,10,0,0.2510802149772644,-0.3727407157421112,0.3705797493457794,-0.20512592792510986,-0.3488725423812866,0.5742636919021606,-0.024721059948205948,-0.4851638376712799,0.31942275166511536,0.09832298010587692,-0.2377641797065735,0.35828259587287903,29_Jan_2024_11_07
48,9,12,12,4,0,3,0,5,2,3,11,15,0,68,0,11,15,12,13,91,241,2,108,4,12,9,0,0.2525883913040161,-0.3687365651130676,0.37038108706474304,-0.20518572628498077,-0.34884512424468994,0.5741820931434631,-0.024622304365038872,-0.48496130108833313,0.3193856179714203,0.09799410402774811,-0.2358797788619995,0.3582265377044678,29_Jan_2024_11_07
49,5,12,15,7,0,5,2,8,2,3,5,12,0,65,1,12,19,16,17,89,242,4,99,4,9,12,1,0.25456440448760986,-0.362627774477005,0.3699345886707306,-0.20525960624217987,-0.3487648665904999,0.5740467309951782,-0.024459853768348694,-0.48466938734054565,0.3193320333957672,0.09745166450738907,-0.23297715187072754,0.35812094807624817,29_Jan_2024_11_07
53,6,13,15,8,0,8,0,5,1,8,7,15,1,66,3,13,18,12,13,90,240,4,101,2,8,15,9,0.2564193308353424,-0.35652509331703186,0.3696610629558563,-0.20531199872493744,-0.34869229793548584,0.5738862752914429,-0.02429649606347084,-0.48437443375587463,0.3192848563194275,0.09684784710407257,-0.230037659406662,0.3579906225204468,29_Jan_2024_11_07
46,3,13,14,7,0,3,1,5,1,4,8,13,0,64,0,9,12,16,17,89,241,4,97,6,10,12,0,0.2576374113559723,-0.35220280289649963,0.36934515833854675,-0.20535209774971008,-0.3486332595348358,0.5737833380699158,-0.02419307269155979,-0.48418211936950684,0.3192468583583832,0.0964069738984108,-0.22804242372512817,0.35791289806365967,29_Jan_2024_11_07
51,7,16,12,11,1,0,0,2,5,7,8,12,1,65,2,7,7,11,12,87,238,3,96,0,11,11,0,0.2593277096748352,-0.34573015570640564,0.36901742219924927,-0.20542636513710022,-0.3485981822013855,0.573647677898407,-0.024021975696086884,-0.48388785123825073,0.3191482424736023,0.09566838294267654,-0.22499671578407288,0.3577882647514343,29_Jan_2024_11_07
51,8,13,13,7,1,6,1,7,4,3,9,15,2,69,0,17,7,11,13,85,239,2,94,3,8,10,0,0.26104000210762024,-0.339008092880249,0.36878907680511475,-0.20552432537078857,-0.34858110547065735,0.5735267996788025,-0.023827802389860153,-0.48355382680892944,0.31907206773757935,0.09487311542034149,-0.22193145751953125,0.3576353192329407,29_Jan_2024_11_07
56,7,12,14,6,0,2,6,6,3,1,9,13,1,67,0,9,10,14,16,81,233,4,95,6,7,17,0,0.26275596022605896,-0.33193641901016235,0.3683735132217407,-0.20564596354961395,-0.34853172302246094,0.5734127163887024,-0.02359296754002571,-0.48320919275283813,0.31905311346054077,0.0939926728606224,-0.2188108265399933,0.35740381479263306,29_Jan_2024_11_07
53,6,15,12,6,0,4,0,3,2,2,11,16,0,71,0,4,7,12,12,74,236,4,91,0,13,10,0,0.2630710303783417,-0.32740235328674316,0.36795923113822937,-0.2057216316461563,-0.3485145568847656,0.5733437538146973,-0.023444946855306625,-0.4829789102077484,0.3190353512763977,0.09337462484836578,-0.2166833132505417,0.35721898078918457,29_Jan_2024_11_07
52,2,13,7,7,0,2,0,1,4,0,8,3,8,69,2,8,11,12,12,72,236,4,87,3,7,9,0,0.2642984390258789,-0.32037878036499023,0.3676612079143524,-0.2058137059211731,-0.3485422730445862,0.5732071399688721,-0.023213503882288933,-0.4826246500015259,0.3190208375453949,0.09243476390838623,-0.21343933045864105,0.3569066822528839,29_Jan_2024_11_07
51,8,14,14,4,0,5,0,3,5,2,4,4,1,67,8,11,13,11,11,72,232,3,88,2,5,10,0,0.265788733959198,-0.31336814165115356,0.3675176799297333,-0.20586664974689484,-0.34856241941452026,0.5730463266372681,-0.02298876829445362,-0.4822704493999481,0.3189915418624878,0.09139351546764374,-0.210097074508667,0.35648733377456665,29_Jan_2024_11_07
53,4,16,12,6,0,1,0,3,13,3,7,5,1,68,1,11,9,11,10,77,235,4,87,2,6,10,1,0.26648226380348206,-0.3063487708568573,0.36714082956314087,-0.205908864736557,-0.34855008125305176,0.5728999972343445,-0.022783907130360603,-0.4819457232952118,0.3189416229724884,0.09029589593410492,-0.20670485496520996,0.3560846149921417,29_Jan_2024_11_07
56,9,13,8,5,0,6,4,8,2,6,8,12,0,66,11,10,13,13,11,74,236,2,84,3,8,9,0,0.2668537497520447,-0.3016755282878876,0.3669191896915436,-0.20594237744808197,-0.3485766351222992,0.572817325592041,-0.022658290341496468,-0.4817367196083069,0.3188973367214203,0.08950620144605637,-0.20443250238895416,0.3558049201965332,29_Jan_2024_11_07
53,7,11,9,10,8,2,0,0,4,4,5,4,1,66,0,5,10,11,11,71,236,3,87,2,2,11,0,0.2672077715396881,-0.29471367597579956,0.3665997385978699,-0.2060225009918213,-0.3484925925731659,0.5727204084396362,-0.022454438731074333,-0.48143455386161804,0.3188170790672302,0.08822938799858093,-0.20100970566272736,0.35541895031929016,29_Jan_2024_11_07
55,8,12,8,7,0,2,2,2,4,4,7,6,2,63,0,10,13,11,11,69,231,3,85,3,4,11,0,0.26727530360221863,-0.2900227904319763,0.3663897216320038,-0.20609480142593384,-0.3484111428260803,0.5726563334465027,-0.022316353395581245,-0.48123791813850403,0.3187550902366638,0.08731689304113388,-0.19872109591960907,0.35515478253364563,29_Jan_2024_11_07
56,8,13,6,8,1,1,2,1,7,2,8,3,1,63,2,11,12,10,10,74,234,0,88,3,9,10,0,0.267215758562088,-0.2829849123954773,0.36605435609817505,-0.2062152475118637,-0.34816133975982666,0.5725699067115784,-0.022108668461441994,-0.4809437692165375,0.31867796182632446,0.08585160970687866,-0.1952429711818695,0.3547445237636566,29_Jan_2024_11_07
56,8,10,2,6,0,0,0,1,7,3,3,4,3,59,0,9,13,11,12,77,237,2,87,2,10,12,2,0.26703956723213196,-0.27609866857528687,0.36574476957321167,-0.20636782050132751,-0.3479151129722595,0.5724718570709229,-0.02188350260257721,-0.48065876960754395,0.31861019134521484,0.08429264277219772,-0.19168537855148315,0.35431864857673645,29_Jan_2024_11_07
55,7,13,1,6,0,0,2,10,4,3,6,3,1,57,3,6,12,11,12,71,234,4,93,3,10,11,0,0.26681753993034363,-0.27155640721321106,0.3655242323875427,-0.206459641456604,-0.3477850556373596,0.5724043846130371,-0.02172940969467163,-0.48047369718551636,0.31857314705848694,0.08320751786231995,-0.18927523493766785,0.3540295362472534,29_Jan_2024_11_07
53,11,11,0,7,0,1,0,1,4,3,6,4,1,56,1,2,14,12,13,73,238,4,90,2,10,9,0,0.26642683148384094,-0.2647540271282196,0.3651914596557617,-0.20657745003700256,-0.347611665725708,0.572288453578949,-0.021508798003196716,-0.4802175462245941,0.31851527094841003,0.08154802769422531,-0.18561746180057526,0.3536089360713959,29_Jan_2024_11_07
55,10,10,1,6,1,3,1,5,3,4,8,5,1,45,0,9,11,12,14,77,236,4,86,2,13,11,0,0.2658758759498596,-0.2580080032348633,0.3649022877216339,-0.20669199526309967,-0.34744665026664734,0.5721619725227356,-0.021295661106705666,-0.479973703622818,0.3184552490711212,0.07980889081954956,-0.18195338547229767,0.3532199561595917,29_Jan_2024_11_07
56,9,12,0,5,0,1,1,3,3,3,5,6,1,44,0,9,14,13,14,75,236,2,81,3,11,10,0,0.2650792598724365,-0.2512432634830475,0.3645961284637451,-0.20689672231674194,-0.34716638922691345,0.5720287561416626,-0.02107958309352398,-0.479727178812027,0.31839972734451294,0.07798855751752853,-0.17827461659908295,0.3528811037540436,29_Jan_2024_11_07
59,9,11,0,5,2,1,0,3,3,3,8,4,2,45,0,8,15,9,15,69,231,3,76,0,8,11,1,0.2645411491394043,-0.24672599136829376,0.36445868015289307,-0.20705167949199677,-0.34695878624916077,0.5719448328018188,-0.020937258377671242,-0.47956395149230957,0.31835702061653137,0.07674834132194519,-0.17582643032073975,0.3527134954929352,29_Jan_2024_11_07
56,7,12,3,4,0,0,0,1,8,2,4,0,3,49,0,8,15,11,12,60,230,0,73,4,6,10,0,0.2634262144565582,-0.2398536503314972,0.3641246259212494,-0.20728453993797302,-0.3467075228691101,0.5718386769294739,-0.020713789388537407,-0.4793241024017334,0.31829550862312317,0.07480157911777496,-0.17211250960826874,0.3524840474128723,29_Jan_2024_11_07
51,8,13,0,4,0,0,0,2,9,1,6,2,2,42,8,10,14,13,16,55,233,2,64,3,7,11,0,0.26269233226776123,-0.2353011518716812,0.36399638652801514,-0.2074400633573532,-0.34657952189445496,0.5717682242393494,-0.02056312933564186,-0.47916898131370544,0.31825581192970276,0.07342782616615295,-0.16961753368377686,0.3523133397102356,29_Jan_2024_11_07
60,9,13,1,4,0,2,1,0,13,4,3,3,6,44,0,10,14,12,15,59,233,5,65,1,7,10,0,0.26147520542144775,-0.22852876782417297,0.36363404989242554,-0.20764648914337158,-0.3464100956916809,0.5716646909713745,-0.0203375406563282,-0.47893086075782776,0.3181963264942169,0.0712929293513298,-0.16584064066410065,0.3520823121070862,29_Jan_2024_11_07
58,12,11,1,3,1,1,0,2,14,2,9,1,0,42,0,8,17,12,15,59,234,0,70,4,9,10,0,0.2600249648094177,-0.22173288464546204,0.36306726932525635,-0.20781636238098145,-0.34628987312316895,0.571557879447937,-0.02012087032198906,-0.47871023416519165,0.31813323497772217,0.06908529996871948,-0.1620553582906723,0.351859986782074,29_Jan_2024_11_07
60,7,13,6,4,0,1,0,1,15,2,6,4,1,44,0,9,19,8,14,58,232,3,67,0,11,12,0,0.2590983808040619,-0.21726307272911072,0.3628448247909546,-0.20792131125926971,-0.3462412357330322,0.5714851021766663,-0.019982006400823593,-0.47857335209846497,0.3180939853191376,0.06758508831262589,-0.1595773845911026,0.3517608940601349,29_Jan_2024_11_07
60,9,13,1,2,1,0,1,5,13,4,6,4,1,44,0,8,17,8,14,54,227,2,64,1,4,11,0,0.2576219141483307,-0.2106691598892212,0.3624325394630432,-0.2080780565738678,-0.34606269001960754,0.5714521408081055,-0.01976141147315502,-0.4783754050731659,0.3180302381515503,0.06526225060224533,-0.15587061643600464,0.35166728496551514,29_Jan_2024_11_07
53,9,18,0,3,1,0,1,8,14,0,6,5,0,40,0,3,19,11,15,55,226,3,63,3,4,17,10,0.2560485005378723,-0.20406697690486908,0.36207571625709534,-0.2082560658454895,-0.34589967131614685,0.5714243054389954,-0.019535191357135773,-0.4781613349914551,0.3179665207862854,0.06286388635635376,-0.15221337974071503,0.35159996151924133,29_Jan_2024_11_07
60,11,13,1,3,0,1,0,1,16,3,9,6,3,39,1,8,18,11,18,58,227,4,61,4,4,16,0,0.25485581159591675,-0.19967444241046906,0.3617183566093445,-0.20838865637779236,-0.34580808877944946,0.5713961720466614,-0.019386116415262222,-0.47800588607788086,0.31792134046554565,0.06122218817472458,-0.14978130161762238,0.35158291459083557,29_Jan_2024_11_07
58,9,11,0,0,1,1,0,8,15,1,6,4,1,39,0,2,14,11,17,52,227,4,59,2,3,11,2,0.25318360328674316,-0.19302132725715637,0.3616497218608856,-0.20858556032180786,-0.34569650888442993,0.571329653263092,-0.019146941602230072,-0.4777718186378479,0.3178713321685791,0.058697156608104706,-0.14608389139175415,0.3516179919242859,29_Jan_2024_11_07
63,10,13,0,13,0,0,0,0,21,3,0,5,0,33,1,5,13,9,16,51,228,1,60,11,5,11,0,0.2513880431652069,-0.18653397262096405,0.3614080250263214,-0.20878511667251587,-0.3456222116947174,0.5712471008300781,-0.01889711059629917,-0.47754231095314026,0.31782203912734985,0.05611670762300491,-0.14243099093437195,0.3516341745853424,29_Jan_2024_11_07
60,8,11,0,4,8,5,0,5,20,3,11,5,4,30,0,4,13,10,18,56,226,0,57,4,5,9,1,0.250018447637558,-0.18184830248355865,0.36097314953804016,-0.2089184671640396,-0.34558114409446716,0.5711924433708191,-0.018730586394667625,-0.47738978266716003,0.31778398156166077,0.054346054792404175,-0.13998456299304962,0.35166025161743164,29_Jan_2024_11_07
61,11,11,0,11,12,0,0,3,14,2,4,2,2,35,8,6,11,11,15,54,223,2,55,4,5,10,2,0.2479352056980133,-0.17506268620491028,0.3604545593261719,-0.2091224640607834,-0.34551772475242615,0.5711143612861633,-0.018492065370082855,-0.4771687686443329,0.3177330195903778,0.05162626504898071,-0.13630524277687073,0.3516784906387329,29_Jan_2024_11_07
62,10,11,0,3,1,0,0,2,24,7,10,3,11,29,0,3,14,11,16,54,224,2,59,3,5,8,0,0.2456994205713272,-0.16783693432807922,0.3599329888820648,-0.20932883024215698,-0.34545978903770447,0.5710511803627014,-0.01825903356075287,-0.47695475816726685,0.3176977336406708,0.048915453255176544,-0.13245230913162231,0.3517693877220154,29_Jan_2024_11_07
58,7,11,0,5,0,0,0,4,18,5,6,3,11,35,0,6,12,11,12,55,216,4,55,2,4,9,0,0.244500994682312,-0.16321280598640442,0.35962626338005066,-0.20947417616844177,-0.34543097019195557,0.571016788482666,-0.01810152642428875,-0.4768054187297821,0.3176831305027008,0.047033026814460754,-0.1299564093351364,0.3518095016479492,29_Jan_2024_11_07
63,9,13,0,7,0,0,2,1,17,6,7,6,4,33,0,3,16,12,15,51,214,3,52,4,5,7,0,0.2418247014284134,-0.15636005997657776,0.3589034676551819,-0.20967455208301544,-0.345399409532547,0.5709566473960876,-0.017858346924185753,-0.4765947461128235,0.3176705539226532,0.04405790567398071,-0.1262158453464508,0.35174670815467834,29_Jan_2024_11_07
61,9,10,0,5,0,1,0,2,15,5,5,3,2,30,0,2,16,12,15,55,220,1,52,3,4,7,13,0.23892351984977722,-0.14949899911880493,0.3581967055797577,-0.20983675122261047,-0.3453674614429474,0.5709038972854614,-0.017624756321310997,-0.47640261054039,0.3176857829093933,0.04101569205522537,-0.12255968153476715,0.3516691029071808,29_Jan_2024_11_07
58,8,10,0,3,0,4,1,10,15,2,7,2,5,27,2,6,15,11,14,52,221,4,50,4,7,7,10,0.23676376044750214,-0.14483065903186798,0.35755738615989685,-0.20991745591163635,-0.345339298248291,0.5708714723587036,-0.01745624653995037,-0.47628724575042725,0.31772276759147644,0.03888627886772156,-0.12012593448162079,0.3515532910823822,29_Jan_2024_11_07
