time,Gx,Gy,Gz,Ax,Ay,Az,Mx,My,Mz,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,class
371.14,2.48,0.04,1.15,0.28,0.89,0.29,-0.22,-0.13,-0.25,377,632,448,0,263,0,372,304,0,104,334,0
371.15,2.48,0.06,1.15,0.28,0.89,0.29,-0.22,-0.13,-0.24,376,632,449,0,263,0,373,304,0,105,334,0
371.15,2.59,0.24,1.13,0.28,0.89,0.28,-0.22,-0.13,-0.24,377,631,448,0,264,0,373,305,0,104,334,0
371.16,2.58,0.55,0.99,0.28,0.89,0.28,-0.22,-0.13,-0.24,377,631,448,0,263,0,373,304,0,105,334,0
371.16,2.79,0.25,1.25,0.28,0.89,0.29,-0.22,-0.13,-0.24,377,629,448,0,264,0,373,304,0,104,334,0
371.17,2.79,0.74,1.29,0.28,0.89,0.29,-0.22,-0.13,-0.24,376,629,448,0,264,0,373,304,0,105,334,0
371.17,2.40,0.84,1.24,0.28,0.90,0.29,-0.22,-0.13,-0.24,377,629,447,0,265,0,372,304,0,104,334,0
371.18,3.00,0.63,1.43,0.28,0.90,0.28,-0.22,-0.13,-0.24,377,629,448,0,265,0,373,304,0,104,335,0
371.18,2.76,0.73,1.55,0.29,0.90,0.29,-0.22,-0.13,-0.24,376,629,447,1,264,0,372,303,0,104,333,0
371.19,2.88,0.31,1.58,0.28,0.90,0.28,-0.21,-0.13,-0.24,376,629,447,0,264,0,373,304,0,104,335,0
371.19,3.17,0.45,1.68,0.28,0.90,0.29,-0.21,-0.13,-0.24,376,628,446,0,264,0,372,304,0,104,335,0
371.20,3.16,0.35,1.55,0.28,0.90,0.28,-0.21,-0.13,-0.25,376,629,448,0,264,0,373,305,0,104,334,0
371.20,3.39,0.04,1.62,0.28,0.89,0.28,-0.21,-0.13,-0.25,376,629,447,0,264,0,372,305,0,104,335,0
371.21,3.49,-0.04,1.54,0.28,0.90,0.28,-0.21,-0.13,-0.25,376,629,447,0,264,0,373,305,0,104,334,0
371.21,3.76,-0.04,1.48,0.29,0.90,0.28,-0.22,-0.13,-0.25,375,629,447,0,264,0,372,304,0,104,335,0
371.22,4.12,-0.07,1.44,0.29,0.89,0.28,-0.22,-0.13,-0.25,376,629,446,0,263,0,372,304,0,104,335,0
371.22,4.55,-0.23,1.37,0.28,0.89,0.28,-0.22,-0.13,-0.25,376,629,447,0,264,0,373,305,0,104,334,0
371.23,4.60,0.02,1.53,0.28,0.89,0.28,-0.21,-0.13,-0.25,376,629,447,0,264,0,374,304,0,104,334,0
371.23,4.76,0.27,1.35,0.28,0.89,0.29,-0.21,-0.13,-0.25,376,627,446,0,264,0,373,305,0,103,335,0
371.24,4.86,-0.03,1.32,0.28,0.89,0.29,-0.22,-0.13,-0.24,376,629,446,0,264,0,373,304,0,104,334,0
371.24,4.88,-0.02,1.35,0.28,0.89,0.29,-0.22,-0.13,-0.24,375,628,447,0,264,0,373,304,0,104,335,0
371.25,4.75,0.26,1.11,0.29,0.89,0.29,-0.22,-0.13,-0.24,375,628,446,0,262,0,374,305,0,104,335,0
371.26,4.98,0.50,1.01,0.28,0.89,0.30,-0.22,-0.13,-0.25,375,628,446,0,264,0,373,305,0,104,335,0
371.26,4.99,-0.10,1.20,0.28,0.88,0.30,-0.22,-0.13,-0.25,375,628,446,0,263,0,373,304,0,104,335,0
371.27,4.54,0.15,1.20,0.29,0.89,0.30,-0.22,-0.13,-0.25,375,628,447,0,263,0,373,305,0,104,335,0
371.27,4.03,-0.02,1.01,0.29,0.89,0.30,-0.22,-0.13,-0.25,375,629,446,0,262,0,373,305,0,103,334,0
371.27,4.30,0.13,1.15,0.29,0.89,0.30,-0.22,-0.13,-0.25,375,628,446,0,262,0,373,305,0,104,335,0
371.28,4.06,0.05,1.12,0.29,0.89,0.31,-0.22,-0.13,-0.24,375,628,446,0,261,0,372,305,0,104,335,0
371.28,4.08,-0.09,1.22,0.29,0.89,0.31,-0.22,-0.13,-0.24,375,629,446,0,263,0,372,305,0,103,335,0
371.29,3.56,-0.11,1.39,0.28,0.89,0.30,-0.22,-0.13,-0.25,375,629,446,0,262,0,373,306,0,104,334,0
371.30,3.05,-0.11,1.23,0.28,0.89,0.31,-0.22,-0.13,-0.25,375,629,446,0,262,0,374,306,0,104,335,0
371.30,3.54,-0.24,1.52,0.28,0.89,0.30,-0.22,-0.13,-0.25,375,628,446,0,262,0,372,306,1,104,335,0
371.30,3.22,-0.13,1.37,0.28,0.89,0.30,-0.22,-0.13,-0.25,376,629,447,0,262,0,373,306,0,104,335,0
371.31,3.13,0.28,1.40,0.29,0.89,0.30,-0.22,-0.13,-0.25,375,628,447,0,262,0,373,306,0,104,335,0
371.31,3.24,0.18,1.23,0.28,0.89,0.29,-0.22,-0.13,-0.25,375,629,447,0,262,0,373,308,0,104,335,0
371.32,3.33,0.32,1.50,0.28,0.89,0.29,-0.22,-0.13,-0.25,376,628,447,0,262,0,373,307,0,104,335,0
371.32,3.66,0.08,1.58,0.29,0.89,0.29,-0.22,-0.13,-0.25,375,628,447,0,261,0,373,307,0,104,334,0
371.33,3.31,0.28,1.36,0.28,0.89,0.29,-0.21,-0.13,-0.25,375,628,446,0,262,0,372,307,0,104,335,0
371.33,3.37,0.27,1.34,0.29,0.89,0.29,-0.21,-0.13,-0.25,375,627,446,0,261,0,372,307,0,104,335,0
371.34,3.65,0.11,1.50,0.29,0.89,0.30,-0.21,-0.13,-0.25,375,628,447,0,261,0,373,307,0,103,335,0
371.35,3.67,0.25,1.46,0.29,0.89,0.29,-0.21,-0.13,-0.25,375,628,447,1,260,0,372,307,0,103,335,0
371.35,3.30,0.13,1.30,0.28,0.89,0.29,-0.21,-0.13,-0.25,375,627,446,0,260,0,373,308,0,103,335,0
371.36,3.37,0.17,1.59,0.29,0.89,0.30,-0.21,-0.13,-0.25,375,628,447,0,258,0,371,309,0,103,335,0
371.36,3.24,0.27,1.45,0.28,0.89,0.30,-0.21,-0.13,-0.25,375,628,446,0,258,0,371,308,0,103,335,0
371.36,3.18,-0.19,1.34,0.28,0.89,0.30,-0.21,-0.13,-0.25,375,628,445,0,258,0,371,308,0,102,335,0
371.37,3.30,-0.28,1.44,0.28,0.89,0.29,-0.21,-0.13,-0.25,375,628,446,0,258,0,371,309,0,103,336,0
371.38,3.22,-0.24,1.27,0.28,0.89,0.29,-0.21,-0.13,-0.25,374,627,446,0,258,0,372,308,0,103,335,0
