time,Gx,Gy,Gz,Ax,Ay,Az,Mx,My,Mz,F1,F2,B1,B2,S1,S2,S3,S4,S5,class
1391.45,3.96,0.16,1.18,0.17,-0.44,0.85,-0.18,0.61,-0.27,0,0,0,0,148,588,294,201,0,1
1391.55,3.31,-0.07,1.3,0.16,-0.43,0.85,-0.19,0.61,-0.27,0,0,0,0,147,588,293,200,0,1
1391.66,3.61,-0.24,1.11,0.17,-0.44,0.85,-0.19,0.61,-0.28,0,0,0,0,145,589,293,200,0,1
1391.76,3.88,0.28,1.47,0.17,-0.44,0.85,-0.19,0.61,-0.28,0,0,0,0,142,587,294,198,0,1
1391.87,3.28,-0.18,1.13,0.16,-0.43,0.85,-0.19,0.61,-0.28,0,0,0,0,148,587,295,200,0,1
1391.97,3.33,-0.13,1.2,0.17,-0.44,0.85,-0.18,0.61,-0.28,0,0,0,0,149,588,294,200,0,1
1392.08,3.17,-0.25,1.32,0.16,-0.44,0.85,-0.19,0.61,-0.28,0,0,0,0,150,589,295,200,0,1
1392.19,3.05,0.64,1.47,0.16,-0.44,0.85,-0.18,0.61,-0.27,0,0,0,0,159,588,297,204,0,1
1392.29,0.23,3.95,1.72,0.12,-0.43,0.85,-0.18,0.61,-0.28,0,0,0,0,161,591,299,206,0,1
1392.4,0.57,4.2,-0.52,0.19,-0.45,0.85,-0.19,0.61,-0.28,0,0,0,1,175,592,296,216,0,1
1392.5,8.05,5.34,-1.29,0.17,-0.38,0.88,-0.18,0.61,-0.28,0,0,0,0,173,591,304,208,0,1
1392.61,106.65,18.67,-35.77,0.26,-0.72,0.94,-0.18,0.62,-0.27,0,0,0,0,166,592,357,226,0,1
1392.71,94.96,-107.58,-100.84,-0.13,-0.89,1.1,-0.25,0.63,-0.14,0,0,0,0,0,611,356,272,0,1
1392.82,92.09,-93.91,-67.95,-0.28,-0.54,0.72,-0.32,0.58,-0.04,0,0,0,0,0,632,357,262,0,1
1392.92,-111.63,-93.02,-49.82,-0.53,-0.75,0.46,-0.35,0.55,0.02,0,0,0,0,0,640,321,292,0,1
