time,Gx,Gy,Gz,Ax,Ay,Az,Mx,My,Mz,F1,F2,B1,B2,S1,S2,S3,S4,S5,class
1043.41,2.87,-0.32,1.2,0.3,0.11,0.9,-0.15,0.36,-0.46,0,0,0,0,156,381,336,219,0,1
1043.51,3.62,0.19,0.94,0.3,0.11,0.91,-0.15,0.37,-0.47,0,0,0,0,149,374,328,216,0,1
1043.62,3.09,-0.2,1.18,0.29,0.11,0.9,-0.15,0.37,-0.46,0,0,1,0,145,372,324,206,0,1
1043.72,3.67,-0.44,1.31,0.29,0.11,0.92,-0.15,0.37,-0.47,0,0,0,0,146,368,324,209,0,1
1043.83,3.04,-0.38,1.15,0.3,0.11,0.9,-0.15,0.36,-0.46,0,0,0,0,141,367,321,204,0,1
1043.93,3.48,-0.18,1.12,0.29,0.11,0.91,-0.15,0.37,-0.47,0,0,0,0,140,363,321,201,0,1
1044.04,2.73,-0.6,1.5,0.29,0.12,0.9,-0.15,0.37,-0.47,0,0,0,0,139,363,320,201,0,1
1044.15,4.34,0.49,0.88,0.31,0.1,0.91,-0.15,0.37,-0.45,0,0,0,0,140,364,318,202,0,1
1044.25,3.71,-0.04,1.5,0.29,0.09,0.91,-0.15,0.36,-0.46,1,0,0,0,145,369,321,204,0,1
1044.36,6.1,2.38,0.31,0.29,0.11,0.92,-0.15,0.36,-0.46,0,0,0,0,148,371,323,209,0,1
1044.46,3.88,5.77,-1.08,0.29,0.08,0.92,-0.14,0.37,-0.46,0,0,0,0,136,359,313,206,0,1
1044.57,7.66,6.22,-3.95,0.32,0.11,0.9,-0.14,0.37,-0.46,0,0,0,0,135,357,313,206,0,1
1044.67,0.33,-0.45,-0.58,0.34,0.09,0.89,-0.14,0.37,-0.47,0,0,0,0,139,358,315,207,0,1
1044.78,-2.03,2.07,5.19,0.31,0.13,0.91,-0.14,0.36,-0.47,0,0,0,0,145,364,317,211,0,1
