time,Gx,Gy,Gz,Ax,Ay,Az,Mx,My,Mz,F1,F2,F3,F4,B1,B2,S1,S2,S3,S4,class
1280.50,3.53,-2.34,1.70,0.48,-0.11,0.82,0.10,0.57,-0.33,0,0,0,0,0,0,630,343,114,104,0
1280.61,4.98,-0.76,-0.42,0.47,-0.11,0.83,0.10,0.58,-0.33,0,0,0,0,0,0,630,343,121,103,0
1280.71,4.21,-0.22,1.11,0.48,-0.12,0.83,0.10,0.58,-0.33,0,0,0,0,0,0,631,346,135,104,0
1280.82,3.74,-0.51,1.32,0.48,-0.12,0.83,0.10,0.58,-0.34,0,0,0,0,0,0,631,347,138,105,0
1280.92,3.39,0.08,0.50,0.48,-0.12,0.84,0.10,0.57,-0.34,0,0,0,0,0,0,632,348,142,105,0
1281.03,5.90,2.22,0.07,0.47,-0.12,0.83,0.10,0.58,-0.33,0,0,0,0,0,0,635,350,160,108,0
1281.14,4.96,1.99,0.61,0.49,-0.12,0.81,0.10,0.57,-0.33,0,0,0,0,0,0,636,353,172,106,0
1281.24,3.47,-0.44,1.65,0.48,-0.13,0.82,0.10,0.58,-0.32,0,0,0,0,0,0,637,353,174,106,0
1281.35,3.73,2.18,0.03,0.47,-0.13,0.83,0.10,0.57,-0.33,0,0,0,0,0,0,638,355,176,105,0
1281.45,7.74,0.09,1.73,0.48,-0.12,0.82,0.09,0.58,-0.33,0,0,0,0,0,0,639,354,180,105,0
1281.56,4.47,-0.06,0.18,0.49,-0.13,0.82,0.10,0.58,-0.33,0,0,0,0,0,0,639,355,180,107,0
1281.66,3.35,-3.03,0.26,0.48,-0.14,0.83,0.10,0.58,-0.32,0,0,0,0,0,0,638,355,177,109,0
1281.77,3.13,-1.24,1.12,0.46,-0.13,0.83,0.09,0.58,-0.33,0,0,0,0,0,0,637,354,171,109,0
1281.87,3.68,0.24,1.34,0.48,-0.13,0.83,0.09,0.58,-0.33,0,0,0,0,0,0,636,353,169,105,0
1281.98,4.93,-0.40,2.15,0.48,-0.13,0.82,0.09,0.57,-0.33,0,0,0,0,0,0,635,352,168,108,0
1282.08,2.67,-1.17,2.08,0.47,-0.13,0.83,0.09,0.58,-0.33,0,0,0,0,0,0,634,351,166,108,0
1282.19,4.47,1.74,1.98,0.46,-0.14,0.84,0.09,0.57,-0.33,0,0,1,0,0,0,636,352,168,108,0
1282.30,3.32,4.94,0.29,0.47,-0.15,0.83,0.10,0.57,-0.32,0,0,0,0,0,0,642,354,176,109,0
1282.40,6.90,6.01,-0.20,0.50,-0.12,0.84,0.10,0.58,-0.34,0,0,0,0,0,0,642,360,175,110,0
1282.51,6.01,1.78,3.00,0.52,-0.12,0.80,0.10,0.57,-0.33,0,0,0,0,0,0,641,363,169,109,0
1282.61,8.40,-1.07,6.57,0.50,-0.08,0.79,0.10,0.57,-0.34,0,0,0,0,0,0,641,367,179,110,0
1282.72,7.88,1.37,3.95,0.45,-0.14,0.85,0.11,0.57,-0.33,0,0,0,0,0,0,643,367,180,109,0
1282.82,7.32,-0.52,2.90,0.53,-0.14,0.80,0.10,0.57,-0.32,0,0,0,0,0,0,642,363,175,111,0
1282.93,6.73,-5.32,4.09,0.48,-0.13,0.82,0.10,0.58,-0.31,0,0,0,0,0,0,641,360,165,108,0
1283.03,2.18,-0.74,0.89,0.47,-0.12,0.84,0.10,0.58,-0.32,0,0,0,0,0,0,639,357,154,108,0
