time,Gx,Gy,Gz,Ax,Ay,Az,Mx,My,Mz,F1,F2,F3,F4,B1,B2,S1,S2,S3,S4,class
365.78,-3.12,-1.73,21.32,0.59,0.39,0.55,0.17,0.32,-0.48,0,0,0,0,0,0,571,406,130,475,0
365.89,20.63,16.24,13.53,0.69,0.30,0.54,0.18,0.32,-0.48,0,1,0,0,0,0,570,406,131,477,0
365.99,51.23,20.24,6.72,0.83,0.33,0.50,0.20,0.33,-0.48,0,0,0,0,0,0,591,409,138,481,0
366.10,9.83,0.17,-2.81,0.81,0.26,0.51,0.21,0.35,-0.46,0,0,0,0,0,0,595,412,144,481,0
366.20,11.40,-3.33,1.09,0.74,0.28,0.57,0.20,0.36,-0.45,0,0,0,0,0,0,596,409,137,482,0
366.31,7.88,-1.04,5.83,0.71,0.26,0.60,0.20,0.36,-0.45,0,0,0,0,0,0,595,406,125,480,0
366.41,4.36,0.51,2.22,0.73,0.29,0.56,0.21,0.36,-0.46,0,0,0,1,0,0,595,406,129,482,0
366.52,4.97,-0.27,0.21,0.72,0.26,0.58,0.21,0.36,-0.45,0,0,0,0,0,0,594,407,139,482,0
366.62,4.66,0.04,0.48,0.73,0.26,0.58,0.21,0.37,-0.45,0,0,0,0,0,0,597,408,141,485,0
366.73,1.71,-1.27,0.75,0.72,0.25,0.57,0.21,0.36,-0.46,0,0,0,0,1,0,595,409,142,486,0
366.83,5.52,-0.06,2.09,0.71,0.25,0.59,0.20,0.37,-0.46,0,0,0,0,0,0,596,409,143,488,0
366.94,4.50,-1.07,1.59,0.72,0.26,0.58,0.20,0.36,-0.45,0,0,0,0,0,0,597,409,134,487,0
367.05,4.17,-1.58,0.99,0.73,0.25,0.59,0.21,0.36,-0.45,0,0,0,0,0,0,597,409,134,487,0
367.15,3.75,-2.48,1.21,0.72,0.27,0.56,0.21,0.37,-0.46,0,0,0,0,0,0,598,409,133,488,0
367.26,2.43,-0.49,0.81,0.71,0.26,0.60,0.20,0.36,-0.45,0,0,0,0,0,0,599,411,134,489,0
367.36,0.74,2.90,-1.03,0.73,0.24,0.61,0.20,0.36,-0.46,0,0,0,0,0,0,605,418,148,490,0
367.47,4.38,-3.67,3.12,0.75,0.25,0.53,0.20,0.36,-0.45,0,0,0,0,0,0,610,421,152,492,0
367.57,10.39,-5.12,5.99,0.69,0.23,0.63,0.19,0.37,-0.46,0,0,0,0,0,0,616,421,153,493,0
367.68,0.98,0.07,-1.27,0.66,0.25,0.64,0.19,0.37,-0.46,0,0,0,0,0,0,614,421,153,494,0
367.78,-5.28,2.00,-3.09,0.71,0.23,0.59,0.20,0.36,-0.45,1,0,0,0,0,0,618,421,154,494,0
367.89,0.32,1.93,-0.34,0.72,0.24,0.59,0.19,0.37,-0.46,0,0,0,0,0,0,620,421,154,495,0
367.99,5.50,3.23,1.81,0.72,0.27,0.59,0.20,0.37,-0.46,0,0,0,0,0,0,616,420,153,494,0
368.10,2.13,0.84,2.56,0.72,0.26,0.55,0.20,0.36,-0.46,0,0,0,0,0,0,620,420,153,494,0
368.21,5.11,-0.11,1.56,0.72,0.27,0.59,0.20,0.36,-0.46,0,0,0,0,0,0,614,420,153,494,0
368.31,4.17,1.84,-1.69,0.71,0.26,0.59,0.20,0.37,-0.46,0,0,0,0,0,0,613,417,148,492,0
368.42,-12.53,5.39,-3.80,0.73,0.23,0.59,0.20,0.37,-0.46,0,0,0,0,0,0,611,420,146,493,0
368.52,-1.78,2.62,-4.44,0.75,0.28,0.53,0.21,0.36,-0.45,0,0,0,0,0,0,612,422,131,497,0
368.63,5.36,-0.56,1.00,0.73,0.25,0.57,0.21,0.36,-0.47,0,0,0,0,0,0,613,424,125,499,0
368.73,5.37,-3.64,0.58,0.76,0.27,0.56,0.20,0.36,-0.46,0,0,0,0,0,0,612,427,135,500,0
