time,Gx,Gy,Gz,Ax,Ay,Az,Mx,My,Mz,F1,F2,F3,F4,B1,B2,S1,S2,S3,S4,class
1619.17,6.75,0.83,1.90,-0.46,0.40,0.78,-0.02,0.26,-0.49,0,0,0,0,0,0,403,300,665,212,2
1619.28,5.50,0.48,2.11,-0.44,0.39,0.80,-0.02,0.26,-0.49,0,0,0,0,0,0,398,300,666,212,2
1619.38,0.30,-1.32,1.06,-0.44,0.42,0.74,-0.02,0.26,-0.49,0,0,0,0,0,1,399,299,667,214,2
1619.49,5.57,-0.29,1.48,-0.46,0.40,0.78,-0.02,0.26,-0.49,0,0,0,0,0,0,399,298,670,214,2
1619.59,2.56,-0.19,2.00,-0.45,0.42,0.75,-0.02,0.26,-0.49,0,0,0,0,0,0,400,302,672,215,2
1619.70,6.83,-0.65,1.77,-0.46,0.42,0.75,-0.02,0.26,-0.49,0,0,0,0,0,0,401,304,670,214,2
1619.80,6.24,-0.03,2.68,-0.46,0.38,0.80,-0.02,0.26,-0.49,0,0,0,0,0,0,400,304,672,215,2
1619.91,-0.60,0.93,2.43,-0.45,0.41,0.76,-0.02,0.26,-0.49,0,0,0,0,0,0,400,303,668,213,2
1620.01,5.62,-0.92,0.48,-0.47,0.40,0.77,-0.02,0.26,-0.49,0,0,0,0,0,0,400,302,669,210,2
1620.12,5.13,-0.28,-0.04,-0.45,0.40,0.77,-0.02,0.26,-0.49,0,0,0,0,0,0,400,301,673,214,2
1620.22,-0.36,1.45,1.34,-0.44,0.40,0.79,-0.02,0.26,-0.49,0,0,0,0,0,0,400,300,668,210,2
1620.33,1.61,-0.39,0.52,-0.45,0.40,0.76,-0.03,0.26,-0.49,0,0,0,0,0,0,401,302,667,210,2
1620.44,4.44,-0.65,0.82,-0.45,0.42,0.77,-0.02,0.26,-0.49,0,0,0,0,0,0,401,302,666,212,2
1620.54,3.74,0.14,1.85,-0.46,0.43,0.75,-0.02,0.26,-0.49,0,0,0,0,0,0,400,302,667,212,2
1620.65,3.34,0.67,1.73,-0.44,0.41,0.78,-0.02,0.26,-0.48,0,0,0,0,0,0,400,302,669,215,2
1620.75,0.35,1.08,2.35,-0.46,0.39,0.77,-0.02,0.26,-0.49,0,0,0,0,0,0,401,299,666,211,2
1620.86,1.32,-0.21,-0.25,-0.45,0.43,0.75,-0.02,0.26,-0.49,0,0,0,0,0,0,401,298,666,211,2
1620.96,7.51,0.25,1.64,-0.45,0.40,0.81,-0.02,0.27,-0.50,0,0,0,0,0,0,400,299,669,213,2
1621.07,0.53,-1.34,0.58,-0.45,0.41,0.76,-0.03,0.26,-0.50,0,0,0,0,0,0,400,298,669,214,2
