time,Gx,Gy,Gz,Ax,Ay,Az,Mx,My,Mz,F1,F2,F3,F4,B1,B2,S1,S2,S3,S4,class
1390.05,7.17,0.91,4.03,-0.37,0.50,0.75,0.02,0.22,-0.50,0,0,0,0,0,0,694,317,256,202,2
1390.16,6.69,1.41,1.58,-0.36,0.48,0.77,0.02,0.22,-0.50,0,0,0,0,0,0,696,319,258,203,2
1390.27,0.16,-0.43,0.03,-0.35,0.53,0.75,0.02,0.22,-0.50,0,0,0,0,0,0,696,319,258,204,2
1390.37,5.36,-1.23,2.15,-0.36,0.51,0.75,0.02,0.22,-0.50,0,0,0,0,0,0,695,317,256,203,2
1390.48,7.10,1.01,2.83,-0.37,0.50,0.74,0.02,0.22,-0.50,0,0,0,0,0,0,695,317,257,204,2
1390.58,10.00,2.41,1.75,-0.36,0.49,0.76,0.02,0.22,-0.50,0,0,0,0,0,0,694,313,255,203,2
1390.69,4.31,-2.97,-0.02,-0.37,0.50,0.78,0.02,0.22,-0.51,0,0,0,0,0,0,692,314,256,203,2
1390.79,2.00,-1.91,2.48,-0.37,0.52,0.73,0.02,0.22,-0.50,0,0,0,0,0,0,692,314,255,203,2
1390.90,4.31,0.34,-1.03,-0.35,0.49,0.72,0.01,0.22,-0.50,0,0,0,0,0,0,692,310,258,204,2
1391.00,5.46,6.20,4.96,-0.37,0.55,0.74,0.01,0.22,-0.50,0,0,0,0,0,0,693,318,253,205,2
1391.11,7.84,4.40,6.42,-0.36,0.46,0.80,0.02,0.22,-0.50,0,0,0,0,0,0,694,318,248,203,2
1391.21,-0.70,-0.85,1.90,-0.37,0.50,0.77,0.02,0.22,-0.50,0,0,0,0,0,0,694,317,248,204,2
1391.32,7.08,-3.11,-0.17,-0.36,0.49,0.76,0.02,0.22,-0.50,0,0,0,0,0,0,692,318,248,204,2
1391.43,5.32,-2.28,-1.04,-0.37,0.51,0.74,0.02,0.22,-0.50,0,0,0,0,0,0,693,318,251,204,2
1391.53,2.76,1.79,2.33,-0.35,0.51,0.73,0.02,0.22,-0.50,0,0,0,0,0,0,693,316,250,204,2
1391.64,2.87,1.37,2.16,-0.37,0.50,0.77,0.02,0.22,-0.50,0,0,0,0,0,0,693,317,251,203,2
1391.74,3.96,0.23,1.25,-0.36,0.51,0.76,0.02,0.22,-0.50,0,0,0,0,0,0,693,317,249,201,2
1391.85,2.52,-0.55,0.56,-0.35,0.51,0.74,0.02,0.22,-0.50,0,0,0,0,0,0,693,319,250,202,2
1391.95,7.01,0.30,2.62,-0.38,0.51,0.75,0.02,0.22,-0.50,0,0,0,0,0,0,694,318,254,203,2
1392.06,2.35,-0.16,1.51,-0.36,0.51,0.75,0.02,0.22,-0.50,0,0,0,0,0,0,696,322,259,204,2
1392.17,2.16,1.05,3.75,-0.36,0.51,0.74,0.02,0.22,-0.50,0,0,0,0,0,0,697,323,264,206,2
1392.27,2.53,5.30,4.93,-0.34,0.48,0.79,0.03,0.21,-0.50,0,0,0,0,0,0,698,326,263,207,2
1392.38,3.58,-0.25,1.54,-0.36,0.49,0.78,0.03,0.21,-0.50,0,0,0,0,0,0,697,327,263,206,2
1392.48,4.90,-6.65,0.22,-0.38,0.51,0.76,0.03,0.21,-0.50,0,0,0,0,0,0,694,324,267,207,2
1392.59,0.15,5.90,8.55,-0.37,0.52,0.71,0.02,0.22,-0.50,0,0,0,0,0,0,696,324,267,206,2
1392.69,-1.41,7.32,8.56,-0.36,0.49,0.78,0.03,0.21,-0.50,0,0,0,0,0,0,696,328,268,205,2
1392.80,1.27,2.85,3.45,-0.36,0.49,0.77,0.03,0.21,-0.50,0,0,0,1,1,0,698,335,269,203,2
1392.90,5.02,-1.03,2.66,-0.38,0.49,0.78,0.03,0.21,-0.50,0,0,0,0,0,0,698,337,268,202,2
1393.01,3.92,-1.55,3.12,-0.38,0.50,0.74,0.03,0.21,-0.50,0,0,0,0,0,0,697,336,265,200,2
1393.11,6.34,-1.15,1.83,-0.38,0.48,0.76,0.03,0.20,-0.50,0,0,0,0,0,0,696,325,259,202,2
1393.22,3.07,4.05,4.78,-0.37,0.50,0.76,0.02,0.21,-0.50,0,0,0,0,0,0,697,323,256,204,2
1393.32,2.09,0.93,1.78,-0.37,0.49,0.76,0.03,0.21,-0.50,0,0,0,0,0,0,697,324,252,204,2
1393.43,5.12,0.85,1.74,-0.38,0.50,0.76,0.03,0.20,-0.50,0,0,0,0,0,0,697,316,248,203,2
1393.54,4.10,1.23,1.03,-0.37,0.49,0.76,0.04,0.21,-0.50,0,0,1,0,0,0,697,316,250,202,2
1393.64,3.89,-0.35,-1.44,-0.38,0.50,0.78,0.03,0.21,-0.51,0,0,0,0,0,0,698,319,259,199,2
1393.75,3.97,-0.98,0.31,-0.37,0.52,0.76,0.03,0.21,-0.50,0,0,0,0,0,0,697,324,260,203,2
1393.85,5.31,-2.02,1.37,-0.36,0.50,0.75,0.03,0.21,-0.50,0,0,0,0,0,0,698,322,259,204,2
1393.96,5.21,0.13,0.15,-0.37,0.48,0.76,0.03,0.21,-0.50,0,0,0,0,0,0,698,323,259,205,2
