time,Gx,Gy,Gz,Ax,Ay,Az,Mx,My,Mz,F1,F2,F3,F4,B1,B2,S1,S2,S3,S4,class
418.54,2.97,0.71,1.33,0.71,0.26,0.59,0.20,0.37,-0.46,0,0,0,0,0,0,634,432,150,501,1
418.64,2.73,0.51,1.29,0.72,0.26,0.59,0.20,0.36,-0.46,0,0,0,0,0,0,636,432,150,502,1
418.75,3.61,0.41,1.50,0.72,0.26,0.58,0.20,0.37,-0.46,0,0,0,0,0,0,637,432,150,501,1
418.85,2.46,0.63,0.14,0.71,0.25,0.59,0.20,0.36,-0.46,0,0,0,0,0,0,635,434,166,502,1
418.96,4.10,0.62,0.75,0.72,0.25,0.59,0.20,0.36,-0.45,0,0,0,0,0,0,640,436,182,503,1
419.06,3.79,0.23,0.87,0.71,0.25,0.58,0.19,0.36,-0.45,0,0,0,0,0,0,639,436,191,503,1
419.17,1.52,-0.09,1.78,0.73,0.25,0.57,0.20,0.36,-0.46,0,0,0,0,0,0,638,437,193,504,1
419.27,4.35,2.19,1.78,0.70,0.25,0.60,0.20,0.37,-0.46,0,0,0,0,0,0,640,435,190,503,1
419.38,2.81,0.04,0.79,0.72,0.25,0.59,0.20,0.37,-0.46,0,0,0,0,0,0,637,434,188,503,1
419.48,3.82,-0.66,1.16,0.71,0.26,0.59,0.20,0.36,-0.46,0,0,0,1,0,0,638,434,184,502,1
419.59,3.73,0.08,1.68,0.72,0.26,0.61,0.20,0.36,-0.46,0,0,0,0,0,0,641,433,161,502,1
419.70,19.08,6.82,26.62,0.74,0.37,0.61,0.20,0.37,-0.46,0,0,0,0,0,0,721,430,150,509,1
419.80,58.64,-43.96,59.79,0.82,0.18,1.02,0.20,0.40,-0.44,0,0,0,0,0,0,760,426,172,540,1
419.91,90.87,-100.04,27.41,0.57,0.07,0.97,0.15,0.44,-0.43,0,0,0,0,0,0,780,407,164,546,1
420.01,-17.15,-118.24,23.75,0.46,0.36,0.82,0.06,0.47,-0.45,0,0,0,0,0,0,782,402,42,535,1
420.12,-17.99,-104.97,52.46,0.31,0.30,0.83,-0.03,0.45,-0.46,0,0,0,0,0,0,793,404,41,537,1
420.22,27.47,-95.10,65.67,0.07,0.43,0.89,-0.07,0.45,-0.44,0,0,0,0,0,0,811,406,51,537,1
420.33,148.32,-101.04,53.63,-0.28,0.26,0.68,-0.09,0.50,-0.41,0,0,0,0,0,0,813,430,63,540,1
420.43,117.85,35.05,96.66,0.22,-0.10,0.99,-0.10,0.60,-0.29,0,0,0,0,0,0,813,435,85,550,1
420.54,15.24,-38.12,27.55,-0.24,-1.00,1.09,-0.07,0.65,-0.21,0,0,0,0,0,0,811,434,41,572,1
420.65,-11.66,-13.38,-9.33,-0.42,-0.26,0.45,-0.07,0.60,-0.31,0,0,0,0,0,0,800,432,0,572,1
420.75,-281.83,-57.23,-2.62,-0.40,-0.23,0.60,-0.08,0.53,-0.39,0,0,0,0,0,0,781,429,0,582,1
420.86,-248.80,1.00,-28.69,-0.29,0.20,0.40,-0.09,0.33,-0.49,0,0,0,0,0,0,771,419,0,589,1
420.96,32.57,23.42,17.25,-0.34,0.68,0.49,-0.07,0.22,-0.50,0,0,0,0,0,0,771,426,84,595,1
421.07,6.97,5.44,7.18,-0.48,0.50,0.81,-0.06,0.25,-0.50,0,0,0,0,0,0,767,426,97,599,1
421.17,-44.37,-14.39,-9.72,-0.41,0.65,0.55,-0.06,0.22,-0.50,0,0,0,0,0,0,761,411,86,597,1
421.28,49.29,-7.02,10.71,-0.47,0.63,0.49,-0.07,0.22,-0.50,0,0,0,0,0,0,759,379,63,597,1
421.39,35.13,13.22,11.95,-0.46,0.51,0.71,-0.07,0.26,-0.50,0,0,0,0,0,0,762,382,94,598,1
421.49,2.07,2.48,5.78,-0.47,0.47,0.74,-0.06,0.27,-0.50,0,0,0,0,0,0,765,382,105,597,1
421.60,-9.15,2.13,3.06,-0.48,0.49,0.69,-0.06,0.26,-0.50,0,0,0,0,0,0,765,386,109,592,1
421.70,2.57,3.84,5.43,-0.47,0.48,0.69,-0.05,0.26,-0.49,0,0,0,0,0,0,766,389,115,592,1
421.81,2.88,5.98,7.34,-0.48,0.50,0.76,-0.05,0.26,-0.50,0,0,0,0,0,0,769,397,122,594,1
421.91,6.19,1.91,5.85,-0.47,0.47,0.74,-0.05,0.27,-0.50,0,0,0,0,0,0,770,406,131,596,1
422.02,5.00,0.24,4.72,-0.48,0.45,0.74,-0.05,0.26,-0.49,0,0,0,0,0,0,771,405,128,594,1
422.12,4.87,2.33,7.47,-0.46,0.43,0.76,-0.05,0.27,-0.49,0,0,0,0,0,0,771,404,129,593,1
422.23,-1.60,0.17,5.11,-0.47,0.44,0.73,-0.05,0.26,-0.50,0,0,0,0,0,0,773,400,140,588,1
422.33,5.76,2.52,4.50,-0.47,0.43,0.74,-0.04,0.26,-0.49,0,0,0,0,0,0,772,394,145,585,1
422.44,1.67,0.72,1.11,-0.48,0.44,0.73,-0.04,0.26,-0.50,0,0,0,0,0,0,772,392,146,584,1
422.55,9.19,1.33,2.05,-0.47,0.45,0.74,-0.04,0.26,-0.50,0,0,0,0,0,0,772,391,145,583,1
422.65,1.99,-2.20,-0.43,-0.47,0.47,0.74,-0.05,0.26,-0.50,0,0,0,0,0,0,772,389,147,583,1
422.76,6.46,-0.28,2.20,-0.49,0.48,0.70,-0.05,0.25,-0.50,0,0,0,0,0,0,770,385,146,583,1
