time,Gx,Gy,Gz,Ax,Ay,Az,Mx,My,Mz,F1,F2,F3,F4,B1,B2,S1,S2,S3,S4,class
1562.39,3.88,0.59,1.40,0.46,-0.24,0.82,0.05,0.61,-0.31,0,0,0,0,0,0,367,224,380,182,1
1562.49,3.52,0.25,1.66,0.46,-0.24,0.81,0.05,0.61,-0.31,0,0,0,0,0,0,367,224,380,181,1
1562.60,3.01,-0.38,1.78,0.46,-0.24,0.82,0.05,0.61,-0.31,0,0,0,0,0,0,368,224,379,180,1
1562.70,3.46,0.04,1.10,0.45,-0.25,0.82,0.05,0.61,-0.30,0,0,0,0,0,0,368,223,379,180,1
1562.81,4.23,0.02,1.28,0.46,-0.24,0.81,0.05,0.61,-0.31,0,0,0,0,0,0,367,223,378,181,1
1562.92,3.88,-0.16,1.33,0.46,-0.24,0.81,0.05,0.61,-0.30,0,1,0,0,0,0,368,223,377,180,1
1563.02,3.86,-0.82,1.53,0.45,-0.24,0.82,0.05,0.61,-0.30,0,0,0,0,0,0,367,224,377,180,1
1563.13,4.05,0.12,1.79,0.45,-0.24,0.82,0.05,0.61,-0.30,0,0,0,0,0,0,366,223,376,180,1
1563.23,3.73,0.32,1.65,0.46,-0.25,0.82,0.05,0.61,-0.30,0,0,0,0,0,0,367,224,377,180,1
1563.34,3.75,0.54,1.36,0.46,-0.25,0.82,0.06,0.61,-0.30,0,0,0,0,0,0,369,225,377,181,1
1563.44,2.64,0.51,1.45,0.46,-0.24,0.82,0.05,0.60,-0.30,0,0,0,0,0,0,368,225,378,181,1
1563.55,2.69,-0.33,1.80,0.46,-0.24,0.81,0.06,0.61,-0.30,0,0,0,0,0,0,367,227,378,181,1
1563.65,3.55,0.70,1.38,0.46,-0.26,0.82,0.06,0.61,-0.30,0,0,0,0,0,0,367,226,378,182,1
1563.76,1.92,3.17,1.67,0.47,-0.24,0.82,0.06,0.60,-0.31,0,0,1,0,0,0,368,226,379,182,1
1563.86,-1.08,5.05,3.49,0.48,-0.23,0.81,0.06,0.61,-0.31,0,0,0,0,0,0,370,227,376,182,1
1563.97,2.35,2.45,2.83,0.49,-0.21,0.78,0.06,0.60,-0.31,0,0,0,0,0,0,373,228,376,184,1
1564.08,1.57,1.63,2.45,0.47,-0.23,0.83,0.06,0.60,-0.31,0,1,0,0,0,0,372,228,378,183,1
1564.18,0.55,1.46,2.31,0.47,-0.22,0.82,0.07,0.60,-0.31,0,0,0,0,0,0,372,227,378,184,1
1564.29,3.74,0.87,1.26,0.49,-0.21,0.80,0.07,0.60,-0.32,0,0,0,0,0,0,373,229,379,184,1
1564.39,5.92,1.43,1.21,0.50,-0.20,0.79,0.06,0.60,-0.31,0,0,0,0,0,0,373,229,380,184,1
1564.50,2.80,1.05,0.76,0.49,-0.21,0.79,0.07,0.60,-0.31,0,0,0,0,0,0,373,229,379,184,1
1564.60,3.11,-0.04,1.32,0.49,-0.21,0.81,0.07,0.60,-0.31,0,0,0,0,0,0,372,230,379,184,1
1564.71,3.69,0.02,1.18,0.49,-0.21,0.81,0.07,0.60,-0.31,0,0,0,0,0,0,371,229,376,183,1
1564.81,3.85,0.14,1.62,0.50,-0.22,0.81,0.07,0.60,-0.31,0,0,0,0,0,0,371,229,377,183,1
1564.92,3.64,-0.00,2.07,0.49,-0.22,0.81,0.07,0.60,-0.31,0,0,0,0,0,0,371,230,377,184,1
1565.03,3.75,-0.21,1.65,0.49,-0.21,0.80,0.07,0.60,-0.30,0,0,0,0,0,0,371,229,377,182,1
1565.13,2.95,0.31,1.21,0.49,-0.21,0.80,0.07,0.60,-0.31,0,0,0,0,0,0,370,230,377,182,1
1565.24,3.45,0.00,1.22,0.47,-0.21,0.80,0.06,0.60,-0.31,0,0,0,0,0,0,370,227,377,183,1
1565.34,3.88,-0.08,1.36,0.49,-0.21,0.81,0.07,0.60,-0.30,0,0,0,0,0,0,370,227,377,183,1
1565.45,2.66,1.44,0.77,0.49,-0.21,0.80,0.07,0.60,-0.31,0,0,0,0,0,0,372,231,381,184,1
