S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,S16,M1x,M1y,M1z,M2x,M2y,M2z,M3x,M3y,M3z,M4x,M4y,M4z,sesion_time_stamp
0,0,11,1,71,5,3,10,2,41,0,1,11,13,320,40,-0.68818861246109,0.391718626022339,-0.029348447918892,-0.937977969646454,0.108023039996624,-0.104458704590797,-0.831603050231934,0.619913935661316,0.145081028342247,-0.947416961193085,0.295635342597961,-0.003778489073738,28_Jun_2023_09_04
13,0,0,6,42,11,3,11,0,39,1,0,12,12,319,45,-0.688259720802307,0.391710132360458,-0.029310608282685,-0.937875032424927,0.108011789619923,-0.104350753128529,-0.831620931625366,0.61990761756897,0.14513672888279,-0.94743812084198,0.295614451169968,-0.003665794851258,28_Jun_2023_09_04
0,0,4,9,37,8,5,12,2,47,4,3,16,11,307,42,-0.688259720802307,0.391710132360458,-0.029310608282685,-0.937875032424927,0.108011789619923,-0.104350753128529,-0.831620931625366,0.61990761756897,0.14513672888279,-0.94743812084198,0.295614451169968,-0.003665794851258,28_Jun_2023_09_04
0,0,1,6,56,8,0,10,2,44,7,8,22,8,322,38,-0.688259720802307,0.391710132360458,-0.029310608282685,-0.937875032424927,0.108011789619923,-0.104350753128529,-0.831620931625366,0.61990761756897,0.14513672888279,-0.94743812084198,0.295614451169968,-0.003665794851258,28_Jun_2023_09_04
1,0,1,10,29,9,1,5,3,42,8,8,17,5,326,31,-0.688259720802307,0.391710132360458,-0.029310608282685,-0.937875032424927,0.108011789619923,-0.104350753128529,-0.831620931625366,0.61990761756897,0.14513672888279,-0.94743812084198,0.295614451169968,-0.003665794851258,28_Jun_2023_09_04
0,0,8,10,23,8,11,7,2,43,16,1,21,17,334,26,-0.385305255651474,-0.02430228330195,0.166177555918694,1.61665940284729,-1.31829869747162,0.304623365402222,1.09814548492432,-0.055778127163649,0.0309729706496,-0.50461333990097,-0.619406044483185,0.327643245458603,28_Jun_2023_09_04
0,0,0,5,22,9,2,1,0,47,5,7,12,13,334,20,-0.385305255651474,-0.02430228330195,0.166177555918694,1.61665940284729,-1.31829869747162,0.304623365402222,1.09814548492432,-0.055778127163649,0.0309729706496,-0.50461333990097,-0.619406044483185,0.327643245458603,28_Jun_2023_09_04
0,0,4,11,26,13,2,1,1,52,9,4,11,10,337,18,-0.385305255651474,-0.02430228330195,0.166177555918694,1.61665940284729,-1.31829869747162,0.304623365402222,1.09814548492432,-0.055778127163649,0.0309729706496,-0.50461333990097,-0.619406044483185,0.327643245458603,28_Jun_2023_09_04
2,0,9,12,28,9,3,3,12,65,11,10,8,6,323,18,-0.688391268253326,0.391697883605957,-0.029246671125293,-0.93771505355835,0.107947215437889,-0.1041359603405,-0.83165454864502,0.619888305664063,0.145262241363525,-0.947501540184021,0.295566886663437,-0.003420637920499,28_Jun_2023_09_04
0,0,7,3,31,14,2,0,0,60,11,9,9,10,314,18,-0.688391268253326,0.391697883605957,-0.029246671125293,-0.93771505355835,0.107947215437889,-0.1041359603405,-0.83165454864502,0.619888305664063,0.145262241363525,-0.947501540184021,0.295566886663437,-0.003420637920499,28_Jun_2023_09_04
0,0,7,8,18,13,3,0,0,66,9,3,13,7,304,18,-0.688391268253326,0.391697883605957,-0.029246671125293,-0.93771505355835,0.107947215437889,-0.1041359603405,-0.83165454864502,0.619888305664063,0.145262241363525,-0.947501540184021,0.295566886663437,-0.003420637920499,28_Jun_2023_09_04
0,0,7,10,20,12,1,2,2,66,11,1,11,12,314,17,-0.68845397233963,0.391683846712112,-0.029211146757007,-0.937662601470947,0.107932239770889,-0.104026943445206,-0.831683814525604,0.6198770403862,0.145343944430351,-0.947542607784271,0.29554545879364,-0.003289770102128,28_Jun_2023_09_04
0,0,6,3,28,8,0,2,3,62,6,7,11,9,324,16,-0.68845397233963,0.391683846712112,-0.029211146757007,-0.937662601470947,0.107932239770889,-0.104026943445206,-0.831683814525604,0.6198770403862,0.145343944430351,-0.947542607784271,0.29554545879364,-0.003289770102128,28_Jun_2023_09_04
0,2,5,8,29,13,0,10,3,52,8,8,8,6,329,23,-0.385303556919098,-0.024320526048541,0.166170239448547,1.61665940284729,-1.31829869747162,0.304623365402222,1.09811043739319,-0.055786285549402,0.030896585434675,-0.50461333990097,-0.619406044483185,0.327643245458603,28_Jun_2023_09_04
0,1,7,3,36,12,1,4,0,58,12,10,8,11,334,18,-0.688525557518005,0.391672104597092,-0.029180536046624,-0.937610149383545,0.107911862432957,-0.103905811905861,-0.831708252429962,0.619867444038391,0.145415604114533,-0.947570264339447,0.29549965262413,-0.003181383246556,28_Jun_2023_09_04
0,0,3,6,38,13,4,3,4,54,10,7,20,10,303,23,-0.688525557518005,0.391672104597092,-0.029180536046624,-0.937610149383545,0.107911862432957,-0.103905811905861,-0.831708252429962,0.619867444038391,0.145415604114533,-0.947570264339447,0.29549965262413,-0.003181383246556,28_Jun_2023_09_04
1,3,6,5,56,15,8,2,2,60,6,8,28,8,301,21,-0.688525557518005,0.391672104597092,-0.029180536046624,-0.937610149383545,0.107911862432957,-0.103905811905861,-0.831708252429962,0.619867444038391,0.145415604114533,-0.947570264339447,0.29549965262413,-0.003181383246556,28_Jun_2023_09_04
15,1,4,4,53,17,3,0,0,67,5,11,28,10,319,18,-0.688603937625885,0.391659826040268,-0.029157117009163,-0.937566876411438,0.107893384993076,-0.103781893849373,-0.831752181053162,0.619814932346344,0.14551742374897,-0.947607755661011,0.295445472002029,-0.003020296338946,28_Jun_2023_09_04
4,1,9,8,53,19,1,2,0,68,3,12,10,10,321,19,-0.688603937625885,0.391659826040268,-0.029157117009163,-0.937566876411438,0.107893384993076,-0.103781893849373,-0.831752181053162,0.619814932346344,0.14551742374897,-0.947607755661011,0.295445472002029,-0.003020296338946,28_Jun_2023_09_04
0,0,7,11,57,19,3,0,0,72,8,12,8,9,332,14,-0.688603937625885,0.391659826040268,-0.029157117009163,-0.937566876411438,0.107893384993076,-0.103781893849373,-0.831752181053162,0.619814932346344,0.14551742374897,-0.947607755661011,0.295445472002029,-0.003020296338946,28_Jun_2023_09_04
2,1,9,4,44,20,2,7,0,74,7,13,21,9,316,21,-0.688676238059998,0.391654372215271,-0.029131431132555,-0.937510788440704,0.107878014445305,-0.103583909571171,-0.831777274608612,0.619803309440613,0.14558033645153,-0.947658002376556,0.295414239168167,-0.002885432913899,28_Jun_2023_09_04
0,0,12,11,41,18,2,1,4,74,10,13,8,8,325,18,-0.385309845209122,-0.02431326918304,0.166163831949234,1.61665940284729,-1.31829869747162,0.304623365402222,1.09810185432434,-0.055711764842272,0.030965849757195,-0.50461333990097,-0.619406044483185,0.327643245458603,28_Jun_2023_09_04
0,0,1,15,44,21,3,2,3,75,8,13,16,11,332,15,-0.385309845209122,-0.02431326918304,0.166163831949234,1.61665940284729,-1.31829869747162,0.304623365402222,1.09810185432434,-0.055711764842272,0.030965849757195,-0.50461333990097,-0.619406044483185,0.327643245458603,28_Jun_2023_09_04
0,14,14,12,33,18,3,2,4,65,10,17,8,12,315,16,-0.688739538192749,0.391643911600113,-0.029103515669704,-0.937471747398376,0.107848539948463,-0.103436194360256,-0.831799030303955,0.619797706604004,0.145640820264816,-0.947698712348938,0.295386135578156,-0.00274264998734,28_Jun_2023_09_04
1,0,12,14,37,21,2,1,2,57,9,16,3,14,324,11,-0.688739538192749,0.391643911600113,-0.029103515669704,-0.937471747398376,0.107848539948463,-0.103436194360256,-0.831799030303955,0.619797706604004,0.145640820264816,-0.947698712348938,0.295386135578156,-0.00274264998734,28_Jun_2023_09_04
14,0,8,8,37,20,7,1,4,59,10,9,9,13,327,19,-0.688739538192749,0.391643911600113,-0.029103515669704,-0.937471747398376,0.107848539948463,-0.103436194360256,-0.831799030303955,0.619797706604004,0.145640820264816,-0.947698712348938,0.295386135578156,-0.00274264998734,28_Jun_2023_09_04
1,0,12,20,34,15,6,1,3,63,7,3,5,12,332,17,-0.68881106376648,0.391646444797516,-0.029058832675219,-0.937439203262329,0.10780668258667,-0.103276714682579,-0.831817865371704,0.619792938232422,0.145701691508293,-0.947743475437164,0.295370757579803,-0.002609480405226,28_Jun_2023_09_04
0,0,5,19,31,12,2,2,3,62,8,11,8,14,328,19,-0.68881106376648,0.391646444797516,-0.029058832675219,-0.937439203262329,0.10780668258667,-0.103276714682579,-0.831817865371704,0.619792938232422,0.145701691508293,-0.947743475437164,0.295370757579803,-0.002609480405226,28_Jun_2023_09_04
1,1,3,18,33,17,0,2,5,61,3,7,9,12,333,17,-0.385284811258316,-0.024289824068546,0.166143074631691,1.61665940284729,-1.31829869747162,0.304623365402222,1.09813642501831,-0.055764310061932,0.030966762453318,-0.50461333990097,-0.619406044483185,0.327643245458603,28_Jun_2023_09_04
0,0,8,21,26,16,3,2,2,64,10,10,6,12,356,18,-0.688871204853058,0.391641080379486,-0.029035117477179,-0.937423825263977,0.107773348689079,-0.103131420910358,-0.831836402416229,0.619787275791168,0.145761847496033,-0.94778972864151,0.295339375734329,-0.002471000421792,28_Jun_2023_09_04
0,0,7,18,30,16,4,0,7,66,14,12,10,9,347,15,-0.688871204853058,0.391641080379486,-0.029035117477179,-0.937423825263977,0.107773348689079,-0.103131420910358,-0.831836402416229,0.619787275791168,0.145761847496033,-0.94778972864151,0.295339375734329,-0.002471000421792,28_Jun_2023_09_04
0,11,12,13,34,17,3,0,2,61,15,10,3,12,332,20,-0.688871204853058,0.391641080379486,-0.029035117477179,-0.937423825263977,0.107773348689079,-0.103131420910358,-0.831836402416229,0.619787275791168,0.145761847496033,-0.94778972864151,0.295339375734329,-0.002471000421792,28_Jun_2023_09_04
0,1,12,16,44,16,7,3,2,61,14,15,8,13,326,17,-0.688934743404388,0.391636699438095,-0.029016124084592,-0.937397718429565,0.107728235423565,-0.102968156337738,-0.831856489181519,0.619778156280518,0.145826488733292,-0.947837889194488,0.295307815074921,-0.002338281366974,28_Jun_2023_09_04
13,0,8,26,43,18,2,2,2,65,9,15,4,9,323,20,-0.688934743404388,0.391636699438095,-0.029016124084592,-0.937397718429565,0.107728235423565,-0.102968156337738,-0.831856489181519,0.619778156280518,0.145826488733292,-0.947837889194488,0.295307815074921,-0.002338281366974,28_Jun_2023_09_04
4,0,7,22,45,16,8,3,1,67,13,13,6,9,330,18,-0.688934743404388,0.391636699438095,-0.029016124084592,-0.937397718429565,0.107728235423565,-0.102968156337738,-0.831856489181519,0.619778156280518,0.145826488733292,-0.947837889194488,0.295307815074921,-0.002338281366974,28_Jun_2023_09_04
0,0,11,23,40,18,4,0,2,64,14,15,4,8,338,20,-0.688991129398346,0.391623169183731,-0.028991075232625,-0.937388122081757,0.107680752873421,-0.102827787399292,-0.831870794296265,0.619764924049377,0.145884156227112,-0.947890639305115,0.295290589332581,-0.002194014843553,28_Jun_2023_09_04
0,0,9,30,40,19,2,3,0,65,12,12,7,11,313,17,-0.385271012783051,-0.024326296523213,0.166147634387016,1.61665940284729,-1.31829869747162,0.304623365402222,1.09816598892212,-0.055732563138008,0.030996739864349,-0.50461333990097,-0.619406044483185,0.327643245458603,28_Jun_2023_09_04
0,1,11,14,37,18,3,1,2,64,12,13,6,10,348,16,-0.385271012783051,-0.024326296523213,0.166147634387016,1.61665940284729,-1.31829869747162,0.304623365402222,1.09816598892212,-0.055732563138008,0.030996739864349,-0.50461333990097,-0.619406044483185,0.327643245458603,28_Jun_2023_09_04
0,0,8,18,36,16,4,1,0,64,15,14,6,11,340,14,-0.689038813114166,0.391580432653427,-0.02894052490592,-0.937392473220825,0.107644513249397,-0.102676779031754,-0.831884145736694,0.619807481765747,0.145909026265144,-0.947947561740875,0.295271247625351,-0.002062421292067,28_Jun_2023_09_04
0,0,11,19,36,16,0,2,2,67,15,8,7,11,329,18,-0.689038813114166,0.391580432653427,-0.02894052490592,-0.937392473220825,0.107644513249397,-0.102676779031754,-0.831884145736694,0.619807481765747,0.145909026265144,-0.947947561740875,0.295271247625351,-0.002062421292067,28_Jun_2023_09_04
0,0,7,23,39,15,0,6,3,66,11,10,5,11,318,14,-0.689038813114166,0.391580432653427,-0.02894052490592,-0.937392473220825,0.107644513249397,-0.102676779031754,-0.831884145736694,0.619807481765747,0.145909026265144,-0.947947561740875,0.295271247625351,-0.002062421292067,28_Jun_2023_09_04
0,0,10,25,35,17,7,0,0,69,14,11,6,10,322,17,-0.689100444316864,0.391567647457123,-0.028906099498272,-0.937422692775726,0.107691720128059,-0.102536559104919,-0.831904292106628,0.619797706604004,0.14596563577652,-0.948012709617615,0.295247167348862,-0.001933658262715,28_Jun_2023_09_04
0,0,6,21,38,15,4,2,2,65,13,13,4,7,321,18,-0.689100444316864,0.391567647457123,-0.028906099498272,-0.937422692775726,0.107691720128059,-0.102536559104919,-0.831904292106628,0.619797706604004,0.14596563577652,-0.948012709617615,0.295247167348862,-0.001933658262715,28_Jun_2023_09_04
0,0,10,26,38,11,5,2,2,67,15,10,8,6,302,15,-0.689100444316864,0.391567647457123,-0.028906099498272,-0.937422692775726,0.107691720128059,-0.102536559104919,-0.831904292106628,0.619797706604004,0.14596563577652,-0.948012709617615,0.295247167348862,-0.001933658262715,28_Jun_2023_09_04
0,0,6,22,36,15,3,2,2,61,15,11,7,7,330,17,-0.38529708981514,-0.024307411164045,0.16618438065052,1.61665940284729,-1.31829869747162,0.304623365402222,1.0981353521347,-0.055737942457199,0.030999640002847,-0.50461333990097,-0.619406044483185,0.327643245458603,28_Jun_2023_09_04
0,0,7,22,35,14,4,2,0,59,11,12,6,6,299,16,-0.689162313938141,0.391558766365051,-0.028881380334497,-0.937449038028717,0.107650294899941,-0.102389171719551,-0.831927716732025,0.619788587093353,0.146018713712692,-0.948083579540253,0.295216768980026,-0.00175028690137,28_Jun_2023_09_04
0,9,7,20,37,17,4,2,2,61,10,10,5,10,310,16,-0.689162313938141,0.391558766365051,-0.028881380334497,-0.937449038028717,0.107650294899941,-0.102389171719551,-0.831927716732025,0.619788587093353,0.146018713712692,-0.948083579540253,0.295216768980026,-0.00175028690137,28_Jun_2023_09_04
0,0,8,23,34,12,4,3,3,64,13,18,4,6,328,15,-0.689162313938141,0.391558766365051,-0.028881380334497,-0.937449038028717,0.107650294899941,-0.102389171719551,-0.831927716732025,0.619788587093353,0.146018713712692,-0.948083579540253,0.295216768980026,-0.00175028690137,28_Jun_2023_09_04
0,0,7,24,37,15,5,0,2,65,12,14,6,9,340,18,-0.689234137535095,0.391547352075577,-0.028856594115496,-0.937475562095642,0.107622340321541,-0.102220118045807,-0.831949830055237,0.619771838188171,0.146070018410683,-0.948153972625732,0.295186221599579,-0.001618737354875,28_Jun_2023_09_04
4,0,3,26,37,13,3,0,0,65,12,15,2,11,328,16,-0.689234137535095,0.391547352075577,-0.028856594115496,-0.937475562095642,0.107622340321541,-0.102220118045807,-0.831949830055237,0.619771838188171,0.146070018410683,-0.948153972625732,0.295186221599579,-0.001618737354875,28_Jun_2023_09_04
14,4,7,22,38,15,5,2,2,63,13,17,5,12,334,20,-0.689234137535095,0.391547352075577,-0.028856594115496,-0.937475562095642,0.107622340321541,-0.102220118045807,-0.831949830055237,0.619771838188171,0.146070018410683,-0.948153972625732,0.295186221599579,-0.001618737354875,28_Jun_2023_09_04
0,0,6,28,36,16,6,2,2,68,13,18,6,9,336,20,-0.689303874969482,0.391536861658096,-0.028826612979174,-0.937520921230316,0.107575178146362,-0.102042339742184,-0.831964313983917,0.619759440422058,0.146115526556969,-0.948221743106842,0.295157551765442,-0.001485297689214,28_Jun_2023_09_04
0,1,7,27,36,14,5,8,1,67,16,19,4,10,342,19,-0.385325223207474,-0.024300053715706,0.16615417599678,1.61665940284729,-1.31829869747162,0.304623365402222,1.09812784194946,-0.055747099220753,0.030961003154516,-0.50461333990097,-0.619406044483185,0.327643245458603,28_Jun_2023_09_04
0,1,9,24,36,14,4,0,3,67,15,18,6,6,329,15,-0.385325223207474,-0.024300053715706,0.16615417599678,1.61665940284729,-1.31829869747162,0.304623365402222,1.09812784194946,-0.055747099220753,0.030961003154516,-0.50461333990097,-0.619406044483185,0.327643245458603,28_Jun_2023_09_04
1,0,10,25,37,13,2,3,0,66,15,15,1,8,370,19,-0.689362943172455,0.391521096229553,-0.028799029067159,-0.937565684318542,0.107523888349533,-0.101877018809319,-0.831981778144836,0.619750678539276,0.146161049604416,-0.948305904865265,0.295118600130081,-0.001339700189419,28_Jun_2023_09_04
0,1,3,28,32,12,8,4,3,66,16,14,1,7,335,14,-0.689362943172455,0.391521096229553,-0.028799029067159,-0.937565684318542,0.107523888349533,-0.101877018809319,-0.831981778144836,0.619750678539276,0.146161049604416,-0.948305904865265,0.295118600130081,-0.001339700189419,28_Jun_2023_09_04
0,0,10,24,37,15,4,2,5,66,15,10,5,10,350,18,-0.689362943172455,0.391521096229553,-0.028799029067159,-0.937565684318542,0.107523888349533,-0.101877018809319,-0.831981778144836,0.619750678539276,0.146161049604416,-0.948305904865265,0.295118600130081,-0.001339700189419,28_Jun_2023_09_04
0,0,9,23,35,16,4,3,2,63,16,13,6,15,347,14,-0.689424633979797,0.391505271196365,-0.028775045648217,-0.937581360340118,0.107446610927582,-0.101684905588627,-0.832003235816956,0.619746267795563,0.146202474832535,-0.948376357555389,0.295074313879013,-0.001199187361635,28_Jun_2023_09_04
0,0,5,23,37,15,4,3,3,65,16,18,4,11,346,19,-0.689424633979797,0.391505271196365,-0.028775045648217,-0.937581360340118,0.107446610927582,-0.101684905588627,-0.832003235816956,0.619746267795563,0.146202474832535,-0.948376357555389,0.295074313879013,-0.001199187361635,28_Jun_2023_09_04
11,0,9,24,39,13,3,2,2,63,16,19,4,7,358,16,-0.690471708774567,0.391400009393692,-0.028419872745872,-0.939470767974854,0.106566421687603,-0.098527565598488,-0.83223283290863,0.619817972183228,0.146701276302338,-0.949460685253143,0.294875502586365,0.000858693034388,28_Jun_2023_09_04
0,0,5,20,35,17,5,2,2,66,14,14,1,7,361,19,-0.691724538803101,0.391052395105362,-0.028254836797714,-0.944201946258545,0.105478055775166,-0.094590194523335,-0.832593679428101,0.619840562343597,0.146569147706032,-0.95135623216629,0.295040994882584,0.002876171842217,28_Jun_2023_09_04
0,0,9,27,35,14,5,2,6,66,16,16,5,10,370,20,-0.692568957805633,0.390586495399475,-0.02820922806859,-0.949846863746643,0.104805447161198,-0.092008292675018,-0.832815229892731,0.620443165302277,0.145835801959038,-0.953496158123016,0.295243144035339,0.003822556696832,28_Jun_2023_09_04
1,0,11,29,33,15,5,6,3,65,16,16,7,13,345,20,-0.693413734436035,0.390264123678207,-0.028188379481435,-0.955011248588562,0.104858875274658,-0.090818271040917,-0.833141207695007,0.620502591133118,0.145485103130341,-0.955420553684235,0.295490562915802,0.004424297716469,28_Jun_2023_09_04
2,0,6,25,34,12,5,2,2,61,18,16,6,12,336,21,-0.385275691747665,-0.024325370788574,0.16615104675293,1.61665940284729,-1.31829869747162,0.304623365402222,1.09814727306366,-0.055742129683495,0.030944308266044,-0.50461333990097,-0.619406044483185,0.327643245458603,28_Jun_2023_09_04
0,0,8,28,36,15,5,5,1,60,14,20,9,10,337,17,-0.695050776004791,0.39007768034935,-0.02908899821341,-0.957479774951935,0.105464987456799,-0.0909583568573,-0.833192467689514,0.620020747184753,0.146056428551674,-0.957133889198303,0.295436143875122,0.005475935060531,28_Jun_2023_09_04
